name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,aggregate,component,component_label,bin_index,bin_left,bin_right,bin_mid,count,cumulative_count,cumulative_fraction,total_count
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,30,4.216965034285822e-05,5.623413251903491e-05,4.869675251658631e-05,4063,381255,0.020189758469578656,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,31,5.623413251903491e-05,7.498942093324559e-05,6.493816315762113e-05,2970,384225,0.02034703793517163,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,32,7.498942093324559e-05,0.0001,8.659643233600654e-05,13177,397402,0.021044839793124017,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,33,0.0001,0.0001333521432163324,0.00011547819846894582,10279,407681,0.02158917502101296,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,34,0.0001333521432163324,0.00017782794100389227,0.0001539926526059492,9997,417678,0.022118576643077925,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,35,0.00017782794100389227,0.0002371373705661655,0.00020535250264571458,64334,482012,0.02552545110080798,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,36,0.0002371373705661655,0.00031622776601683794,0.0002738419634264361,34004,516016,0.027326168591724962,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,37,0.00031622776601683794,0.00042169650342858224,0.0003651741272548377,169971,685987,0.036327161199907816,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,38,0.00042169650342858224,0.0005623413251903491,0.00048696752516586315,131545,817532,0.04329326466840193,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,39,0.0005623413251903491,0.0007498942093324559,0.0006493816315762113,266251,1083783,0.05739286567634618,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,40,0.0007498942093324559,0.001,0.0008659643233600654,408516,1492299,0.07902625899829185,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,41,0.001,0.001333521432163324,0.0011547819846894581,332645,1824944,0.09664182392494984,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,42,0.001333521432163324,0.0017782794100389228,0.001539926526059492,791807,2616751,0.13857279423228133,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,43,0.0017782794100389228,0.0023713737056616554,0.002053525026457146,885992,3502743,0.1854914300166748,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,44,0.0023713737056616554,0.0031622776601683794,0.0027384196342643613,1153009,4655752,0.24655023114256278,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,45,0.0031622776601683794,0.004216965034285822,0.0036517412725483767,1277094,5932846,0.31418008361124666,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,46,0.004216965034285822,0.005623413251903491,0.004869675251658631,1807803,7740649,0.40991418789992407,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,47,0.005623413251903491,0.007498942093324558,0.006493816315762113,2209094,9949743,0.5268990780563689,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,48,0.007498942093324558,0.01,0.008659643233600654,2408594,12358337,0.6544486999925437,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,49,0.01,0.01333521432163324,0.011547819846894583,2502327,14860664,0.786962051271623,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,50,0.01333521432163324,0.01778279410038923,0.01539926526059492,2048164,16908828,0.8954247244590857,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,51,0.01778279410038923,0.023713737056616554,0.020535250264571463,1273557,18182385,0.9628672713823816,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,52,0.023713737056616554,0.03162277660168379,0.027384196342643614,525573,18707958,0.9906995409346022,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,53,0.03162277660168379,0.042169650342858224,0.03651741272548377,134757,18842715,0.9978357392325524,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,54,0.042169650342858224,0.056234132519034905,0.04869675251658631,30887,18873602,0.9994713927186704,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,55,0.056234132519034905,0.07498942093324558,0.06493816315762113,8271,18881873,0.9999093922001248,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,56,0.07498942093324558,0.1,0.08659643233600653,1527,18883400,0.9999902560869801,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,57,0.1,0.1333521432163324,0.11547819846894582,160,18883560,0.9999987290548235,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,58,0.1333521432163324,0.1778279410038923,0.15399265260594922,23,18883583,0.999999947043951,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,59,0.1778279410038923,0.23713737056616552,0.2053525026457146,1,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,60,0.23713737056616552,0.31622776601683794,0.27384196342643613,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,61,0.31622776601683794,0.4216965034285822,0.3651741272548377,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,62,0.4216965034285822,0.5623413251903491,0.4869675251658631,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,63,0.5623413251903491,0.7498942093324558,0.6493816315762113,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,64,0.7498942093324558,1.0,0.8659643233600653,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,65,1.0,1.333521432163324,1.1547819846894583,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,66,1.333521432163324,1.7782794100389228,1.5399265260594919,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,67,1.7782794100389228,2.371373705661655,2.053525026457146,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,68,2.371373705661655,3.1622776601683795,2.7384196342643614,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,69,3.1622776601683795,4.216965034285822,3.651741272548377,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,70,4.216965034285822,5.62341325190349,4.869675251658631,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,71,5.62341325190349,7.498942093324558,6.493816315762112,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,72,7.498942093324558,10.0,8.659643233600654,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,73,10.0,13.33521432163324,11.547819846894582,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,74,13.33521432163324,17.78279410038923,15.39926526059492,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,75,17.78279410038923,23.71373705661655,20.53525026457146,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,76,23.71373705661655,31.622776601683793,27.384196342643612,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,77,31.622776601683793,42.169650342858226,36.51741272548377,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,78,42.169650342858226,56.23413251903491,48.696752516586315,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,79,56.23413251903491,74.98942093324558,64.93816315762113,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,80,74.98942093324558,100.0,86.59643233600653,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,81,100.0,133.3521432163324,115.4781984689458,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,82,133.3521432163324,177.82794100389228,153.9926526059492,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,83,177.82794100389228,237.13737056616552,205.3525026457146,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,84,237.13737056616552,316.2277660168379,273.8419634264361,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,85,316.2277660168379,421.6965034285822,365.1741272548377,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,86,421.6965034285822,562.341325190349,486.9675251658631,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,87,562.341325190349,749.8942093324558,649.3816315762112,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,88,749.8942093324558,1000.0,865.9643233600654,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,89,1000.0,1333.521432163324,1154.7819846894583,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,90,1333.521432163324,1778.2794100389228,1539.926526059492,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,91,1778.2794100389228,2371.373705661655,2053.525026457146,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,92,2371.373705661655,3162.2776601683795,2738.4196342643613,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,93,3162.2776601683795,4216.965034285822,3651.741272548377,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,94,4216.965034285822,5623.413251903491,4869.675251658631,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,95,5623.413251903491,7498.942093324558,6493.816315762113,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,96,7498.942093324558,10000.0,8659.643233600653,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,97,10000.0,13335.21432163324,11547.819846894581,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,98,13335.21432163324,17782.794100389227,15399.265260594919,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,99,17782.794100389227,23713.737056616552,20535.25026457146,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,100,23713.737056616552,31622.776601683792,27384.196342643612,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,101,31622.776601683792,42169.65034285822,36517.412725483766,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,102,42169.65034285822,56234.13251903491,48696.75251658631,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,103,56234.13251903491,74989.42093324558,64938.16315762113,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,104,74989.42093324558,100000.0,86596.43233600653,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,105,100000.0,133352.1432163324,115478.19846894582,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,106,133352.1432163324,177827.94100389228,153992.6526059492,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,107,177827.94100389228,237137.37056616554,205352.50264571462,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,108,237137.37056616554,316227.7660168379,273841.9634264361,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,109,316227.7660168379,421696.5034285822,365174.12725483766,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,110,421696.5034285822,562341.3251903491,486967.5251658631,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,111,562341.3251903491,749894.2093324559,649381.6315762114,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,112,749894.2093324559,1000000.0,865964.3233600655,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,113,1000000.0,1333521.432163324,1154781.9846894583,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,114,1333521.432163324,1778279.410038923,1539926.526059492,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,115,1778279.410038923,2371373.7056616554,2053525.0264571463,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,116,2371373.7056616554,3162277.660168379,2738419.6342643616,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,117,3162277.660168379,4216965.034285823,3651741.272548377,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,118,4216965.034285823,5623413.251903491,4869675.2516586315,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,119,5623413.251903491,7498942.093324558,6493816.315762113,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,120,7498942.093324558,10000000.0,8659643.233600654,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,121,10000000.0,13335214.32163324,11547819.846894583,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,122,13335214.32163324,17782794.100389227,15399265.26059492,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,123,17782794.100389227,23713737.056616552,20535250.26457146,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,124,23713737.056616552,31622776.60168379,27384196.34264361,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,125,31622776.60168379,42169650.342858225,36517412.72548377,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,126,42169650.342858225,56234132.51903491,48696752.51658631,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,127,56234132.51903491,74989420.93324558,64938163.15762113,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,128,74989420.93324558,100000000.0,86596432.33600654,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,transformer_self_attn,Transformer self-attention,129,100000000.0,inf,100000000.0,0,18883584,1.0,18883584
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,0,0.0,1e-08,5e-09,7761,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,1,1e-08,1.333521432163324e-08,1.1547819846894582e-08,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,2,1.333521432163324e-08,1.7782794100389228e-08,1.539926526059492e-08,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,3,1.7782794100389228e-08,2.371373705661655e-08,2.053525026457146e-08,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,4,2.371373705661655e-08,3.162277660168379e-08,2.7384196342643613e-08,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,5,3.162277660168379e-08,4.2169650342858225e-08,3.651741272548377e-08,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,6,4.2169650342858225e-08,5.6234132519034905e-08,4.8696752516586306e-08,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,7,5.6234132519034905e-08,7.498942093324559e-08,6.493816315762114e-08,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,8,7.498942093324559e-08,1e-07,8.659643233600654e-08,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,9,1e-07,1.333521432163324e-07,1.1547819846894582e-07,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,10,1.333521432163324e-07,1.7782794100389227e-07,1.539926526059492e-07,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,11,1.7782794100389227e-07,2.3713737056616554e-07,2.053525026457146e-07,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,12,2.3713737056616554e-07,3.162277660168379e-07,2.7384196342643614e-07,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,13,3.162277660168379e-07,4.2169650342858225e-07,3.651741272548377e-07,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,14,4.2169650342858225e-07,5.62341325190349e-07,4.869675251658631e-07,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,15,5.62341325190349e-07,7.498942093324558e-07,6.493816315762113e-07,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,16,7.498942093324558e-07,1e-06,8.659643233600654e-07,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,17,1e-06,1.333521432163324e-06,1.1547819846894582e-06,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,18,1.333521432163324e-06,1.7782794100389227e-06,1.539926526059492e-06,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,19,1.7782794100389227e-06,2.3713737056616552e-06,2.053525026457146e-06,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,20,2.3713737056616552e-06,3.162277660168379e-06,2.7384196342643613e-06,0,7761,0.014774077119883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,21,3.162277660168379e-06,4.216965034285822e-06,3.651741272548377e-06,1,7762,0.01477598075048733,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,22,4.216965034285822e-06,5.623413251903491e-06,4.869675251658631e-06,1,7763,0.014777884381091618,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,23,5.623413251903491e-06,7.498942093324558e-06,6.493816315762113e-06,1,7764,0.014779788011695907,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,24,7.498942093324558e-06,9.999999999999999e-06,8.659643233600652e-06,0,7764,0.014779788011695907,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,25,9.999999999999999e-06,1.333521432163324e-05,1.1547819846894581e-05,3,7767,0.014785498903508772,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,26,1.333521432163324e-05,1.778279410038923e-05,1.5399265260594922e-05,9,7776,0.014802631578947368,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,27,1.778279410038923e-05,2.3713737056616554e-05,2.0535250264571462e-05,4,7780,0.014810246101364522,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,28,2.3713737056616554e-05,3.1622776601683795e-05,2.7384196342643615e-05,31,7811,0.014869258650097465,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,29,3.1622776601683795e-05,4.216965034285822e-05,3.651741272548377e-05,6,7817,0.014880680433723197,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,30,4.216965034285822e-05,5.623413251903491e-05,4.869675251658631e-05,15,7832,0.014909234892787525,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,31,5.623413251903491e-05,7.498942093324559e-05,6.493816315762113e-05,141,7973,0.015177646807992202,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,32,7.498942093324559e-05,0.0001,8.659643233600654e-05,35,8008,0.0152442738791423,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,33,0.0001,0.0001333521432163324,0.00011547819846894582,568,8576,0.016325536062378167,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,34,0.0001333521432163324,0.00017782794100389227,0.0001539926526059492,187,8763,0.016681514985380116,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,35,0.00017782794100389227,0.0002371373705661655,0.00020535250264571458,1942,10705,0.020378365618908382,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,36,0.0002371373705661655,0.00031622776601683794,0.0002738419634264361,215,10920,0.02078764619883041,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,37,0.00031622776601683794,0.00042169650342858224,0.0003651741272548377,751,11671,0.022217272782651072,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,38,0.00042169650342858224,0.0005623413251903491,0.00048696752516586315,6484,18155,0.0345604136208577,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,39,0.0005623413251903491,0.0007498942093324559,0.0006493816315762113,2796,20951,0.039882964790448346,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,40,0.0007498942093324559,0.001,0.0008659643233600654,13745,34696,0.06604836744639377,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,41,0.001,0.001333521432163324,0.0011547819846894581,3728,38424,0.07314510233918128,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,42,0.001333521432163324,0.0017782794100389228,0.001539926526059492,10207,48631,0.09257545991715399,525312
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,component,upsample,Upsample,43,0.0017782794100389228,0.0023713737056616554,0.002053525026457146,25458,74089,0.14103808784113062,525312
