name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,aggregate,component,component_label,bin_index,bin_left,bin_right,bin_mid,count,cumulative_count,cumulative_fraction,total_count
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,6,4.2169650342858225e-08,5.6234132519034905e-08,4.8696752516586306e-08,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,7,5.6234132519034905e-08,7.498942093324559e-08,6.493816315762114e-08,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,8,7.498942093324559e-08,1e-07,8.659643233600654e-08,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,9,1e-07,1.333521432163324e-07,1.1547819846894582e-07,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,10,1.333521432163324e-07,1.7782794100389227e-07,1.539926526059492e-07,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,11,1.7782794100389227e-07,2.3713737056616554e-07,2.053525026457146e-07,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,12,2.3713737056616554e-07,3.162277660168379e-07,2.7384196342643614e-07,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,13,3.162277660168379e-07,4.2169650342858225e-07,3.651741272548377e-07,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,14,4.2169650342858225e-07,5.62341325190349e-07,4.869675251658631e-07,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,15,5.62341325190349e-07,7.498942093324558e-07,6.493816315762113e-07,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,16,7.498942093324558e-07,1e-06,8.659643233600654e-07,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,17,1e-06,1.333521432163324e-06,1.1547819846894582e-06,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,18,1.333521432163324e-06,1.7782794100389227e-06,1.539926526059492e-06,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,19,1.7782794100389227e-06,2.3713737056616552e-06,2.053525026457146e-06,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,20,2.3713737056616552e-06,3.162277660168379e-06,2.7384196342643613e-06,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,21,3.162277660168379e-06,4.216965034285822e-06,3.651741272548377e-06,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,22,4.216965034285822e-06,5.623413251903491e-06,4.869675251658631e-06,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,23,5.623413251903491e-06,7.498942093324558e-06,6.493816315762113e-06,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,24,7.498942093324558e-06,9.999999999999999e-06,8.659643233600652e-06,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,25,9.999999999999999e-06,1.333521432163324e-05,1.1547819846894581e-05,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,26,1.333521432163324e-05,1.778279410038923e-05,1.5399265260594922e-05,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,27,1.778279410038923e-05,2.3713737056616554e-05,2.0535250264571462e-05,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,28,2.3713737056616554e-05,3.1622776601683795e-05,2.7384196342643615e-05,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,29,3.1622776601683795e-05,4.216965034285822e-05,3.651741272548377e-05,0,1525,0.08265582655826559,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,30,4.216965034285822e-05,5.623413251903491e-05,4.869675251658631e-05,1,1526,0.082710027100271,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,31,5.623413251903491e-05,7.498942093324559e-05,6.493816315762113e-05,1,1527,0.08276422764227642,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,32,7.498942093324559e-05,0.0001,8.659643233600654e-05,0,1527,0.08276422764227642,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,33,0.0001,0.0001333521432163324,0.00011547819846894582,3,1530,0.08292682926829269,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,34,0.0001333521432163324,0.00017782794100389227,0.0001539926526059492,0,1530,0.08292682926829269,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,35,0.00017782794100389227,0.0002371373705661655,0.00020535250264571458,0,1530,0.08292682926829269,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,36,0.0002371373705661655,0.00031622776601683794,0.0002738419634264361,0,1530,0.08292682926829269,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,37,0.00031622776601683794,0.00042169650342858224,0.0003651741272548377,0,1530,0.08292682926829269,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,38,0.00042169650342858224,0.0005623413251903491,0.00048696752516586315,5,1535,0.08319783197831979,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,39,0.0005623413251903491,0.0007498942093324559,0.0006493816315762113,1,1536,0.0832520325203252,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,40,0.0007498942093324559,0.001,0.0008659643233600654,25,1561,0.0846070460704607,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,41,0.001,0.001333521432163324,0.0011547819846894581,7,1568,0.08498644986449864,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,42,0.001333521432163324,0.0017782794100389228,0.001539926526059492,99,1667,0.09035230352303524,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,43,0.0017782794100389228,0.0023713737056616554,0.002053525026457146,108,1775,0.09620596205962059,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,44,0.0023713737056616554,0.0031622776601683794,0.0027384196342643613,69,1844,0.09994579945799457,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,45,0.0031622776601683794,0.004216965034285822,0.0036517412725483767,332,2176,0.11794037940379404,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,46,0.004216965034285822,0.005623413251903491,0.004869675251658631,467,2643,0.1432520325203252,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,47,0.005623413251903491,0.007498942093324558,0.006493816315762113,624,3267,0.1770731707317073,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,48,0.007498942093324558,0.01,0.008659643233600654,1562,4829,0.26173441734417346,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,49,0.01,0.01333521432163324,0.011547819846894583,1370,6199,0.33598915989159894,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,50,0.01333521432163324,0.01778279410038923,0.01539926526059492,1535,7734,0.4191869918699187,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,51,0.01778279410038923,0.023713737056616554,0.020535250264571463,1843,9577,0.5190785907859079,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,52,0.023713737056616554,0.03162277660168379,0.027384196342643614,2148,11725,0.6355013550135501,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,53,0.03162277660168379,0.042169650342858224,0.03651741272548377,2427,14152,0.7670460704607046,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,54,0.042169650342858224,0.056234132519034905,0.04869675251658631,1700,15852,0.8591869918699186,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,55,0.056234132519034905,0.07498942093324558,0.06493816315762113,1266,17118,0.9278048780487805,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,56,0.07498942093324558,0.1,0.08659643233600653,615,17733,0.9611382113821139,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,57,0.1,0.1333521432163324,0.11547819846894582,184,17917,0.9711111111111111,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,58,0.1333521432163324,0.1778279410038923,0.15399265260594922,88,18005,0.9758807588075881,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,59,0.1778279410038923,0.23713737056616552,0.2053525026457146,235,18240,0.9886178861788618,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,60,0.23713737056616552,0.31622776601683794,0.27384196342643613,196,18436,0.9992411924119241,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,61,0.31622776601683794,0.4216965034285822,0.3651741272548377,12,18448,0.9998915989159891,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,62,0.4216965034285822,0.5623413251903491,0.4869675251658631,2,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,63,0.5623413251903491,0.7498942093324558,0.6493816315762113,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,64,0.7498942093324558,1.0,0.8659643233600653,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,65,1.0,1.333521432163324,1.1547819846894583,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,66,1.333521432163324,1.7782794100389228,1.5399265260594919,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,67,1.7782794100389228,2.371373705661655,2.053525026457146,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,68,2.371373705661655,3.1622776601683795,2.7384196342643614,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,69,3.1622776601683795,4.216965034285822,3.651741272548377,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,70,4.216965034285822,5.62341325190349,4.869675251658631,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,71,5.62341325190349,7.498942093324558,6.493816315762112,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,72,7.498942093324558,10.0,8.659643233600654,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,73,10.0,13.33521432163324,11.547819846894582,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,74,13.33521432163324,17.78279410038923,15.39926526059492,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,75,17.78279410038923,23.71373705661655,20.53525026457146,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,76,23.71373705661655,31.622776601683793,27.384196342643612,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,77,31.622776601683793,42.169650342858226,36.51741272548377,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,78,42.169650342858226,56.23413251903491,48.696752516586315,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,79,56.23413251903491,74.98942093324558,64.93816315762113,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,80,74.98942093324558,100.0,86.59643233600653,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,81,100.0,133.3521432163324,115.4781984689458,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,82,133.3521432163324,177.82794100389228,153.9926526059492,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,83,177.82794100389228,237.13737056616552,205.3525026457146,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,84,237.13737056616552,316.2277660168379,273.8419634264361,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,85,316.2277660168379,421.6965034285822,365.1741272548377,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,86,421.6965034285822,562.341325190349,486.9675251658631,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,87,562.341325190349,749.8942093324558,649.3816315762112,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,88,749.8942093324558,1000.0,865.9643233600654,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,89,1000.0,1333.521432163324,1154.7819846894583,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,90,1333.521432163324,1778.2794100389228,1539.926526059492,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,91,1778.2794100389228,2371.373705661655,2053.525026457146,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,92,2371.373705661655,3162.2776601683795,2738.4196342643613,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,93,3162.2776601683795,4216.965034285822,3651.741272548377,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,94,4216.965034285822,5623.413251903491,4869.675251658631,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,95,5623.413251903491,7498.942093324558,6493.816315762113,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,96,7498.942093324558,10000.0,8659.643233600653,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,97,10000.0,13335.21432163324,11547.819846894581,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,98,13335.21432163324,17782.794100389227,15399.265260594919,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,99,17782.794100389227,23713.737056616552,20535.25026457146,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,100,23713.737056616552,31622.776601683792,27384.196342643612,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,101,31622.776601683792,42169.65034285822,36517.412725483766,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,102,42169.65034285822,56234.13251903491,48696.75251658631,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,103,56234.13251903491,74989.42093324558,64938.16315762113,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,104,74989.42093324558,100000.0,86596.43233600653,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,105,100000.0,133352.1432163324,115478.19846894582,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,106,133352.1432163324,177827.94100389228,153992.6526059492,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,107,177827.94100389228,237137.37056616554,205352.50264571462,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,108,237137.37056616554,316227.7660168379,273841.9634264361,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,109,316227.7660168379,421696.5034285822,365174.12725483766,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,110,421696.5034285822,562341.3251903491,486967.5251658631,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,111,562341.3251903491,749894.2093324559,649381.6315762114,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,112,749894.2093324559,1000000.0,865964.3233600655,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,113,1000000.0,1333521.432163324,1154781.9846894583,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,114,1333521.432163324,1778279.410038923,1539926.526059492,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,115,1778279.410038923,2371373.7056616554,2053525.0264571463,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,116,2371373.7056616554,3162277.660168379,2738419.6342643616,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,117,3162277.660168379,4216965.034285823,3651741.272548377,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,118,4216965.034285823,5623413.251903491,4869675.2516586315,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,119,5623413.251903491,7498942.093324558,6493816.315762113,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,120,7498942.093324558,10000000.0,8659643.233600654,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,121,10000000.0,13335214.32163324,11547819.846894583,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,122,13335214.32163324,17782794.100389227,15399265.26059492,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,123,17782794.100389227,23713737.056616552,20535250.26457146,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,124,23713737.056616552,31622776.60168379,27384196.34264361,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,125,31622776.60168379,42169650.342858225,36517412.72548377,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,126,42169650.342858225,56234132.51903491,48696752.51658631,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,127,56234132.51903491,74989420.93324558,64938163.15762113,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,128,74989420.93324558,100000000.0,86596432.33600654,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_norm_deepnorm,Transformer norm/deepnorm,129,100000000.0,inf,100000000.0,0,18450,1.0,18450
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_self_attn,Transformer self-attention,0,0.0,1e-08,5e-09,372513,372513,0.019726816689035302,18883584
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_self_attn,Transformer self-attention,1,1e-08,1.333521432163324e-08,1.1547819846894582e-08,0,372513,0.019726816689035302,18883584
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_self_attn,Transformer self-attention,2,1.333521432163324e-08,1.7782794100389228e-08,1.539926526059492e-08,0,372513,0.019726816689035302,18883584
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_self_attn,Transformer self-attention,3,1.7782794100389228e-08,2.371373705661655e-08,2.053525026457146e-08,0,372513,0.019726816689035302,18883584
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,component,transformer_self_attn,Transformer self-attention,4,2.371373705661655e-08,3.162277660168379e-08,2.7384196342643613e-08,0,372513,0.019726816689035302,18883584
