name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,tensor,tensor_stem,component,component_label,component_order,layer,submodule,submodule_group,shape,numel,baseline_mean,baseline_std,tuned_mean,tuned_std,delta_mean,delta_std,delta_l1_sum,delta_l2_norm,delta_linf_norm,baseline_l2_norm,tuned_l2_norm,relative_l2,cosine_similarity,sign_flip_fraction,abs_delta_q500,abs_delta_q950,abs_delta_q990,abs_delta_q999,abs_delta_z_q500,abs_delta_z_q950,abs_delta_z_q990,abs_delta_z_q999,tail_abs_delta_z_gt_1p0_fraction,tail_abs_delta_z_gt_2p0_fraction,tail_abs_delta_z_gt_3p0_fraction,tail_abs_delta_z_gt_5p0_fraction
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.6.deepnorm_alpha.tensor,transformer_encoder.6.deepnorm_alpha,transformer_norm_deepnorm,Transformer norm/deepnorm,3,6.0,deepnorm_alpha,Norm/deepnorm,scalar,1,2.44921875,0.0,2.44921875,0.0,0.0,0.0,0.0,0.0,0.0,2.44921875,2.44921875,0.0,0.9999999999998332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.6.norm1.weight.tensor,transformer_encoder.6.norm1.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,6.0,norm1_weight,Norm/deepnorm,512,512,0.37731361389160156,0.03207424655556679,0.3782782554626465,0.032014064490795135,0.0009646415710449219,0.0007101306109689176,0.520263671875,0.027104007948211082,0.0029296875,8.56842326202818,8.59005780059588,0.0031632433552065556,0.9999984114082165,0.0,0.0009765625,0.002197265625,0.00244140625,0.0028049349784851074,0.03044692426919937,0.06850557774305344,0.07611731439828873,0.08745128661394119,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.6.norm2.weight.tensor,transformer_encoder.6.norm2.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,6.0,norm2_weight,Norm/deepnorm,512,512,0.3220500946044922,0.03167623281478882,0.32238316535949707,0.03162366524338722,0.0003330707550048828,0.0006719340453855693,0.2987060546875,0.01696952975397686,0.002685546875,7.322325276080711,7.329709660503299,0.0023175055892979282,0.9999979847933151,0.0,0.00048828125,0.00146484375,0.001953125,0.0025607943534851074,0.015414745546877384,0.04624423757195473,0.06165898218750954,0.08084274083375931,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.7.deepnorm_alpha.tensor,transformer_encoder.7.deepnorm_alpha,transformer_norm_deepnorm,Transformer norm/deepnorm,3,7.0,deepnorm_alpha,Norm/deepnorm,scalar,1,2.44921875,0.0,2.44921875,0.0,0.0,0.0,0.0,0.0,0.0,2.44921875,2.44921875,0.0,0.9999999999998332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.7.norm1.weight.tensor,transformer_encoder.7.norm1.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,7.0,norm1_weight,Norm/deepnorm,512,512,0.3905153274536133,0.037597835063934326,0.39150333404541016,0.037505947053432465,0.000988006591796875,0.000687228050082922,0.52490234375,0.02723235190532412,0.003173828125,8.87721160411634,8.899266553510445,0.003067669570103914,0.9999985396181553,0.0,0.0009765625,0.002197265625,0.0026586949825286865,0.002924323081970215,0.02597389556467533,0.05844126269221306,0.07071401923894882,0.07777900248765945,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.7.norm2.weight.tensor,transformer_encoder.7.norm2.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,7.0,norm2_weight,Norm/deepnorm,512,512,0.32169532775878906,0.04555841535329819,0.3220856189727783,0.045553624629974365,0.0003902912139892578,0.0007187253213487566,0.3314208984375,0.018506036521043632,0.00244140625,7.351766942229029,7.360496095440585,0.0025172229569385878,0.9999977432592188,0.0,0.00048828125,0.001708984375,0.002197265625,0.00244140625,0.010717693716287613,0.037511926144361496,0.04822961986064911,0.053588468581438065,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.8.deepnorm_alpha.tensor,transformer_encoder.8.deepnorm_alpha,transformer_norm_deepnorm,Transformer norm/deepnorm,3,8.0,deepnorm_alpha,Norm/deepnorm,scalar,1,2.44921875,0.0,2.44921875,0.0,0.0,0.0,0.0,0.0,0.0,2.44921875,2.44921875,0.0,0.9999999999998332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.8.norm1.weight.tensor,transformer_encoder.8.norm1.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,8.0,norm1_weight,Norm/deepnorm,512,512,0.3574991226196289,0.035378359258174896,0.3583507537841797,0.03531527891755104,0.0008516311645507812,0.0007371692918241024,0.474609375,0.02548669101241287,0.003173828125,8.12879456164262,8.147830754016296,0.0031353592244382582,0.9999981279835581,0.0,0.000732421875,0.002197265625,0.00244140625,0.002924323081970215,0.020702533423900604,0.06210760027170181,0.06900843977928162,0.08265849947929382,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.8.norm2.weight.tensor,transformer_encoder.8.norm2.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,8.0,norm2_weight,Norm/deepnorm,512,512,0.2291562557220459,0.021944638341665268,0.2302994728088379,0.02177138440310955,0.0011432170867919922,0.0007749132928438485,0.6104736328125,0.03125071524755204,0.00341796875,5.208934942467921,5.234315604257227,0.005999444337989732,0.9999940445145822,0.0,0.0010986328125,0.00244140625,0.0028076171875,0.0032932162284851074,0.05006381496787071,0.11125292629003525,0.12794086337089539,0.1500692218542099,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.9.deepnorm_alpha.tensor,transformer_encoder.9.deepnorm_alpha,transformer_norm_deepnorm,Transformer norm/deepnorm,3,9.0,deepnorm_alpha,Norm/deepnorm,scalar,1,2.44921875,0.0,2.44921875,0.0,0.0,0.0,0.0,0.0,0.0,2.44921875,2.44921875,0.0,0.9999999999998332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.9.norm1.weight.tensor,transformer_encoder.9.norm1.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,9.0,norm1_weight,Norm/deepnorm,512,512,0.21958576142787933,0.03401067852973938,0.22017315030097961,0.0339461974799633,0.0005873888731002808,0.0006861416040919721,0.37740325927734375,0.020437655620481908,0.00244140625,5.027902946998241,5.040815276251649,0.004064846882670942,0.9999951991654386,0.0,0.0006103515625,0.001708984375,0.0023193359375,0.00244140625,0.017945874482393265,0.05024844780564308,0.06819432228803635,0.07178349792957306,0.0,0.0,0.0,0.0
AlphaQCH,AlphaQCH,AlphaQCH,Alpha,QCH,,,1,transformer_encoder.9.norm2.weight.tensor,transformer_encoder.9.norm2.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,9.0,norm2_weight,Norm/deepnorm,512,512,0.27030277252197266,0.03048752062022686,0.27040374279022217,0.030438821762800217,0.00010097026824951172,0.0006563264760188758,0.26312255859375,0.015025685293466129,0.002197265625,6.155034443861948,6.157181257887449,0.0024412024710028903,0.9999972927150854,0.0,0.00048828125,0.001220703125,0.0018176287412643433,0.002197265625,0.01601576991379261,0.04003942385315895,0.0596187599003315,0.07207096368074417,0.0,0.0,0.0,0.0
