name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,component,component_label,component_order,layer,submodule_group,numel,delta_l1_sum,delta_l2_norm,baseline_l2_norm,tuned_l2_norm,relative_l2,cosine_similarity,sign_flip_fraction,tail_abs_delta_z_gt_1p0_count,tail_abs_delta_z_gt_1p0_fraction,tail_abs_delta_z_gt_2p0_count,tail_abs_delta_z_gt_2p0_fraction,tail_abs_delta_z_gt_3p0_count,tail_abs_delta_z_gt_3p0_fraction,tail_abs_delta_z_gt_5p0_count,tail_abs_delta_z_gt_5p0_fraction,p999_abs_delta_z_approx,delta_energy_share
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,7.0,Self-attention,1049088,647.3395802974701,0.7967107144698419,80.81129729931499,80.79123362637783,0.009858902667023333,0.9999496940770829,0.003781379636408004,0,0.0,0,0.0,0,0.0,0,0.0,0.03872735450016348,0.00953138783487179
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,8.0,Self-attention,1049088,644.3205993175507,0.7930775310258874,82.64227212211796,82.62671752506559,0.009596511696265702,0.999952416293528,0.003528779282576867,0,0.0,0,0.0,0,0.0,0,0.0,0.03559583232013905,0.00944465542089896
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,9.0,Self-attention,1049088,676.9016053080559,0.8316354685526688,81.46292152450843,81.36134424934473,0.010208760660547362,0.9999470705224243,0.003860495973645681,0,0.0,0,0.0,0,0.0,0,0.0,0.04067752977116875,0.010385342711950263
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,10.0,Self-attention,1049088,659.0189878344536,0.8105174034861944,81.52731743185629,81.50457762517786,0.009941666536049668,0.9999489163421015,0.003888139031234749,0,0.0,0,0.0,0,0.0,0,0.0,0.04023990493364876,0.009864600799416324
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,11.0,Self-attention,1049088,648.8860572576523,0.798497069112271,78.93266472916565,78.89858586170568,0.010116180314601948,0.9999473340676088,0.0037632686676427524,0,0.0,0,0.0,0,0.0,0,0.0,0.03977407452853849,0.009574177586827756
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,12.0,Self-attention,1049088,653.5557178854942,0.807425084684998,77.3956421424041,77.35644218573206,0.01043243601751331,0.9999443814027893,0.0038271336627623232,0,0.0,0,0.0,0,0.0,0,0.0,0.0402909724883536,0.009789472740712162
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,13.0,Self-attention,1049088,656.1733331680298,0.8094735318157994,75.74498464486366,75.71748233226792,0.010686826799306506,0.9999414439669685,0.0038433382137628112,0,0.0,0,0.0,0,0.0,0,0.0,0.04072437825272894,0.009839207769645905
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,14.0,Self-attention,1049088,648.4637137651443,0.8014024260151978,77.59547381842589,77.57100441207525,0.010327953250088742,0.9999452043748253,0.0035707204734016593,0,0.0,0,0.0,0,0.0,0,0.0,0.03965639463692818,0.009643976235944254
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,15.0,Self-attention,1049088,686.2696655988693,0.8550458170779094,77.27375583739308,77.25857719469582,0.011065151522816731,0.9999371867318145,0.0037442044899951197,0,0.0,0,0.0,0,0.0,0,0.0,0.04201029813252316,0.010978262209096583
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,16.0,Self-attention,1049088,723.3951696753502,0.9047386293020676,69.91971956990635,69.93673345812181,0.012939677602646691,0.9999148273824735,0.004366649890190337,0,0.0,0,0.0,0,0.0,0,0.0,0.055766730580222745,0.012291392670399763
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,17.0,Self-attention,1049088,735.06122392416,0.9202072762248166,87.56039058382642,87.62728246254751,0.010509401226846295,0.9999435831065902,0.0036870119570522205,0,0.0,0,0.0,0,0.0,0,0.0,0.04483165341893227,0.012715286552257168
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,0.0,Feed-forward,3145728,1775.6625366210938,1.3133796060506235,100.05765915835728,99.94025436909482,0.013126227588154713,0.9999116858563097,0.0048859914143880205,0,0.0,0,0.0,0,0.0,0,0.0,0.0508370674647674,0.025902123076796114
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,1.0,Feed-forward,3145728,1936.711669921875,1.3899656082605296,118.69927370512846,118.55797179347009,0.011709975679492838,0.9999291816435548,0.003995259602864583,0,0.0,0,0.0,0,0.0,0,0.0,0.04145678779174786,0.029011015783683595
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,2.0,Feed-forward,3145728,2015.7406616210938,1.4276894120052142,123.8261780209712,123.68480961260461,0.011529786631736379,0.9999308953295861,0.003912289937337239,0,0.0,0,0.0,0,0.0,0,0.0,0.04100087908706227,0.0306071085227457
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,3.0,Feed-forward,3145728,1987.8272094726562,1.4082097491189232,123.03037488576246,122.90552694930973,0.011446033147720459,0.9999317509620866,0.0038544336954752603,0,0.0,0,0.0,0,0.0,0,0.0,0.04088477968107603,0.029777588168699753
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,4.0,Feed-forward,3145728,1984.6882934570312,1.4054204189266657,122.62340523618951,122.50351756748151,0.011461273777380604,0.999931828171242,0.0038569768269856772,0,0.0,0,0.0,0,0.0,0,0.0,0.040904694530876376,0.029659740291061835
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,5.0,Feed-forward,3145728,1970.8138427734375,1.3964705459870346,121.9855888485142,121.8757151421326,0.01144783215106833,0.9999316982084336,0.003909111022949219,0,0.0,0,0.0,0,0.0,0,0.0,0.040914021424375904,0.029283190053039237
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,6.0,Feed-forward,3145728,1945.016357421875,1.3784544855808267,120.82866954002473,120.71803811594397,0.011408339517668856,0.9999320624521179,0.004002571105957031,0,0.0,0,0.0,0,0.0,0,0.0,0.04094448760926305,0.02853249092776264
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,7.0,Feed-forward,3145728,1979.5863037109375,1.4022735960687769,121.86810477289576,121.76742447823433,0.011506485627900237,0.9999309469732759,0.004058837890625,0,0.0,0,0.0,0,0.0,0,0.0,0.04100615642412476,0.029527069017438203
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,8.0,Feed-forward,3145728,2028.3944091796875,1.4365204915445022,126.31817852772616,126.21599750960156,0.011372238804323658,0.9999327206199794,0.004305203755696614,0,0.0,0,0.0,0,0.0,0,0.0,0.04071388566534805,0.030986924705216547
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,9.0,Feed-forward,3145728,2075.5062255859375,1.4691691916421161,124.29381576216393,124.17485466570919,0.011820131055058749,0.9999273625850608,0.004141489664713542,0,0.0,0,0.0,0,0.0,0,0.0,0.0413004088828298,0.03241144930034085
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,10.0,Feed-forward,3145728,2039.2452392578125,1.4446156239355088,118.41869697378345,118.32008733265138,0.012199219049465795,0.9999228426517197,0.0042260487874348955,0,0.0,0,0.0,0,0.0,0,0.0,0.04181786601644033,0.031337146007137724
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,11.0,Feed-forward,3145728,2018.055419921875,1.4301722179093648,117.24210602757547,117.14054684371142,0.01219845212924591,0.9999228694424924,0.004179636637369792,0,0.0,0,0.0,0,0.0,0,0.0,0.04182960335139375,0.030713654925856888
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,12.0,Feed-forward,3145728,2069.4395141601562,1.4660999049236698,118.1794145502401,118.10494414727629,0.01240571304658472,0.9999202444533822,0.004209200541178386,0,0.0,0,0.0,0,0.0,0,0.0,0.04201385244746965,0.03227616724021255
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,13.0,Feed-forward,3145728,2069.8165283203125,1.4667561166030112,118.55297594522354,118.48035586780831,0.012372157720281116,0.999920703226701,0.004198710123697917,0,0.0,0,0.0,0,0.0,0,0.0,0.04200557575079239,0.03230506668671556
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,14.0,Feed-forward,3145728,2087.0809936523438,1.4783400276352197,119.79008536093983,119.70888353365844,0.01234108835619256,0.9999208072450111,0.004086494445800781,0,0.0,0,0.0,0,0.0,0,0.0,0.04191814405254202,0.03281734918219654
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,15.0,Feed-forward,3145728,2141.5560913085938,1.518979597593789,120.42536508015037,120.33105782200413,0.012613452295393113,0.999917685047633,0.004172325134277344,0,0.0,0,0.0,0,0.0,0,0.0,0.04423653134825686,0.03464644723284814
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,16.0,Feed-forward,3145728,2192.490478515625,1.5528699131955788,122.27695334899582,122.17275526444614,0.012699612401720989,0.9999166402629059,0.004130999247233073,0,0.0,0,0.0,0,0.0,0,0.0,0.04297475766428389,0.03620970420759869
Beta,Beta,Beta,Beta,base,,,6,transformer_ffn,Transformer FFN,2,17.0,Feed-forward,3145728,2283.1785888671875,1.619160926976864,124.91481863278872,124.76356545732813,0.012962120464960111,0.9999135723200039,0.004208882649739583,0,0.0,0,0.0,0,0.0,0,0.0,0.046699482592787445,0.039367229861453676
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,0.0,Norm/deepnorm,1025,0.5796759128570557,0.02309904938725653,5.030958463384759,5.039109151461619,0.004591381454521335,0.9999908336393337,0.03219512195121951,0,0.0,0,0.0,0,0.0,0,0.0,0.03856613514795704,8.01203874417541e-06
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,1.0,Norm/deepnorm,1025,0.6890553832054138,0.027589581657165574,6.668480467421702,6.682419317566881,0.0041373116097359825,0.999993705132501,0.006829268292682927,0,0.0,0,0.0,0,0.0,0,0.0,0.04215207221995628,1.1429969105527536e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,2.0,Norm/deepnorm,1025,0.6746229529380798,0.026673329486412305,7.704114374533807,7.718598399044191,0.0034622187820287785,0.9999959423116561,0.000975609756097561,0,0.0,0,0.0,0,0.0,0,0.0,0.08718207822828865,1.0683394983910844e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,3.0,Norm/deepnorm,1025,0.675537109375,0.02702637821462625,8.920147890652558,8.935422642579011,0.0030298127952502023,0.9999969887172132,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09786367970471478,1.0968077895601425e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,4.0,Norm/deepnorm,1025,0.67138671875,0.02635475147990637,9.422039783358974,9.437533144861085,0.002797138633021995,0.999997574569683,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09901400601756066,1.0429720650980735e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,5.0,Norm/deepnorm,1025,0.746337890625,0.02884891081130758,10.584850252630194,10.603678414146883,0.002725490689311952,0.999997976555412,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.08718207822828865,1.2497227276207327e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,6.0,Norm/deepnorm,1025,0.8046875,0.031097037750177067,11.533993113026714,11.555923158553224,0.0026961207142609423,0.9999984269095983,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09766946876877976,1.4520877700292752e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,7.0,Norm/deepnorm,1025,0.8333740234375,0.031908021539569655,11.783549360123246,11.806438687272227,0.0027078446879127104,0.9999983869290833,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07438866560122791,1.5288137464134958e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,8.0,Norm/deepnorm,1025,1.052978515625,0.03847791020700469,9.960370311670419,9.989411661199776,0.003863100367053304,0.9999969537904164,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.15503409463776835,2.223196139277748e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,9.0,Norm/deepnorm,1025,0.6063766479492188,0.023934052701636722,8.316425285837186,8.325459982504755,0.0028779255363952307,0.9999966088162142,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0749533530709106,8.601759819873934e-06
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,10.0,Norm/deepnorm,1025,0.7138671875,0.027713456122492118,9.819863636134434,9.835453666925005,0.0028221833977929486,0.9999974270670324,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09994315777484834,1.1532838363358127e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,11.0,Norm/deepnorm,1025,0.6883544921875,0.02643068931996992,9.910766727107475,9.927974334044253,0.0026668662524035845,0.9999981317143517,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.12765448541687574,1.0489911049485707e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,12.0,Norm/deepnorm,1025,0.77001953125,0.029365459272552914,9.29505464058627,9.315319069820346,0.003159256229041121,0.9999975691510739,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1772719935315483,1.2948767143058764e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,13.0,Norm/deepnorm,1025,0.88427734375,0.03306100385486069,10.103855046976017,10.128976676746097,0.0032721177907983,0.9999978835401135,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17766909886893686,1.6412959520954663e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,14.0,Norm/deepnorm,1025,1.1341552734375,0.041647807462667816,11.51499608055111,11.549662954193458,0.003616832100621169,0.9999981648887367,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1775499672677203,2.6045884599161383e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,15.0,Norm/deepnorm,1025,0.828125,0.03185029437469551,13.669368073731729,13.691744072374718,0.0023300487778875117,0.9999987184806608,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0996337736636654,1.5232869700451952e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,16.0,Norm/deepnorm,1025,1.009033203125,0.0386201609077045,10.934962386985386,10.963166035479185,0.0035318055555148553,0.9999972717329503,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17671604605920432,2.2396645903185138e-05
Beta,Beta,Beta,Beta,base,,,6,transformer_norm_deepnorm,Transformer norm/deepnorm,3,17.0,Norm/deepnorm,1025,2.4132883548736572,0.09352014596825567,8.623354879302466,8.690743917881335,0.010844984031993075,0.9999721309027104,0.000975609756097561,0,0.0,0,0.0,0,0.0,0,0.0,0.40625286687900575,0.0001313303730706917
Beta,Beta,Beta,Beta,base,,,6,upsample,Upsample,4,,Upsample,525312,378.64800065755844,0.6595131666331556,46.808640365494604,46.804684039965665,0.014089560420543797,0.9998995277452613,0.004721003898635477,0,0.0,0,0.0,0,0.0,0,0.0,0.05501207004389793,0.006531332093354655
Beta,Beta,Beta,Beta,base,,,6,crf,CRF head,5,,CRF,2097152,1645.651611328125,1.4118616248211144,48.61623023021093,48.44364124374968,0.029040952334961817,0.9995797523033498,0.00948953628540039,0,0.0,0,0.0,0,0.0,0,0.0,0.09784763375469335,0.02993223139909511
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,conv,Convolution front-end,0,0.0,Conv,384,16.874801814556122,2.6009910646111507,14.461701556876564,16.884284397060778,0.17985373673917335,0.9981646832738951,0.234375,3,0.0078125,0,0.0,0,0.0,0,0.0,1.290830688846417,0.08907212131981272
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,conv,Convolution front-end,0,1.0,Conv,20544,113.3574743270874,2.419744083255818,46.497315688230195,46.527082534580735,0.05204051131640428,0.9986470055245953,0.08260319314641744,0,0.0,0,0.0,0,0.0,0,0.0,0.7021807556066721,0.07709087023808077
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,conv,Convolution front-end,0,2.0,Conv,73856,273.58218145370483,2.056611672222087,38.04358883556148,38.90702045704254,0.054059349687314524,0.9988230994586609,0.02745883882149047,4,5.4159445407279026e-05,0,0.0,0,0.0,0,0.0,0.46141721774195266,0.055688903601429106
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,conv,Convolution front-end,0,3.0,Conv,147584,207.53962111473083,1.2827895207734028,19.38435817030847,20.041803159929678,0.06617652797698606,0.9984384655701285,0.006254065481352992,46,0.00031168690372940157,4,2.710320901994796e-05,0,0.0,0,0.0,0.7163847606990624,0.021665807592173188
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,conv,Convolution front-end,0,4.0,Conv,328192,344.1843376159668,1.2001732249202384,24.802331738681307,24.693199967631138,0.04838953198293126,0.9988339836017844,0.025951272425897037,26,7.922191887675507e-05,0,0.0,0,0.0,0,0.0,0.47576605031946684,0.01896496049795406
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,0.0,Self-attention,1049088,585.5875860452652,0.7382768435695982,72.72642185497955,72.69853211477762,0.01015142536562231,0.9999473083132482,0.007855394399707174,0,0.0,0,0.0,0,0.0,0,0.0,0.0814698378848298,0.007176332763613887
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,1.0,Self-attention,1049088,625.4316980242729,0.78192842106342,62.75676637620779,62.70979034464782,0.012459667159649107,0.999920957313559,0.00566301397022938,0,0.0,0,0.0,0,0.0,0,0.0,0.054472846665940405,0.008050040638737354
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,2.0,Self-attention,1049088,672.1358740925789,0.8270321113793397,72.67765985494144,72.63539335760255,0.011379454333422618,0.999933796249637,0.0046621446437286485,0,0.0,0,0.0,0,0.0,0,0.0,0.04611183824350195,0.0090055205107926
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,3.0,Self-attention,1049088,678.3653224110603,0.834816822355194,76.67362987359456,76.64334473212313,0.010887926184419288,0.9999390468075903,0.004419076378721328,0,0.0,0,0.0,0,0.0,0,0.0,0.0413505231323868,0.00917585324227482
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,4.0,Self-attention,1049088,664.6303007602692,0.8177154246215441,78.77963763724014,78.75250387374075,0.010379781491086591,0.9999447552985745,0.0037041697169350905,0,0.0,0,0.0,0,0.0,0,0.0,0.039725376617853386,0.008803765275225351
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,5.0,Self-attention,1049088,682.664499938488,0.8394302804189187,79.58207756336601,79.55944913661924,0.010547981481766729,0.9999427544749184,0.004157897144948755,0,0.0,0,0.0,0,0.0,0,0.0,0.04128834302078816,0.009277550726214895
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,6.0,Self-attention,1049088,654.3135975003242,0.8050323886457167,80.26332072343511,80.24070148876639,0.010029891379894715,0.9999480245805775,0.0036002699487554905,0,0.0,0,0.0,0,0.0,0,0.0,0.03837856909223699,0.008532784592929426
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,7.0,Self-attention,1049088,667.3455600738525,0.8206957139637381,80.81129729931499,80.78869476692091,0.010155705221807951,0.9999467451002934,0.003909109626647145,0,0.0,0,0.0,0,0.0,0,0.0,0.03957944982830086,0.008868055566969771
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,8.0,Self-attention,1049088,665.4329469203949,0.8181045962952662,82.64227212211796,82.6264965972173,0.00989934781907216,0.9999494215151215,0.003681292703757931,0,0.0,0,0.0,0,0.0,0,0.0,0.03720567578005558,0.008812147143211244
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,9.0,Self-attention,1049088,699.6071340441704,0.8588843776252895,81.46292152450843,81.36168235582467,0.01054325528169132,0.9999435286581853,0.004066389092240117,0,0.0,0,0.0,0,0.0,0,0.0,0.04118036482594362,0.009712554790469835
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,10.0,Self-attention,1049088,684.2476525306702,0.8407584198758691,81.52731743185629,81.50498953857411,0.010312597622000718,0.9999450794133673,0.003990132381649585,0,0.0,0,0.0,0,0.0,0,0.0,0.040951559292033875,0.009306931674838871
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,11.0,Self-attention,1049088,674.8572840690613,0.8293160024075665,78.93266472916565,78.89395369097194,0.010506626188956262,0.9999433190122746,0.003931986639824305,0,0.0,0,0.0,0,0.0,0,0.0,0.04063909360635687,0.009055327589593572
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,12.0,Self-attention,1049088,682.7017827033997,0.8421665400018703,77.3956421424041,77.35789573933245,0.010881317302753497,0.9999394485367229,0.004028260736944851,0,0.0,0,0.0,0,0.0,0,0.0,0.04099483695536192,0.009338132676201248
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,13.0,Self-attention,1049088,684.8161954879761,0.8430560558512904,75.74498464486366,75.7149512077592,0.011130189804698149,0.9999365051644736,0.0040806872254758415,0,0.0,0,0.0,0,0.0,0,0.0,0.04141888711501239,0.00935786939890384
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,14.0,Self-attention,1049088,678.8996756672859,0.8368763417337821,77.59547381842589,77.56855364374996,0.010785118004331923,0.9999403941853316,0.0037966309785261105,0,0.0,0,0.0,0,0.0,0,0.0,0.04063247341603585,0.009221183326320243
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,15.0,Self-attention,1049088,725.660351395607,0.9004666342149914,77.27375583739308,77.2628927767968,0.011652942508836103,0.9999304714454785,0.003890045448999512,0,0.0,0,0.0,0,0.0,0,0.0,0.04439216252523658,0.010675772866540725
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,16.0,Self-attention,1049088,765.9533251523972,0.9549585901863311,69.91971956990635,69.94149124408789,0.01365792935184103,0.9999054235126629,0.004619250244021474,0,0.0,0,0.0,0,0.0,0,0.0,0.05663851483508792,0.01200696250507964
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_self_attn,Transformer self-attention,1,17.0,Self-attention,1049088,771.0591475367546,0.9614515121460678,87.56039058382642,87.62771496532461,0.010980438823255431,0.9999384872830696,0.003891951866764275,0,0.0,0,0.0,0,0.0,0,0.0,0.046229990879167446,0.01217079223284469
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,0.0,Feed-forward,3145728,1819.1790771484375,1.3443031281537368,100.05765915835728,99.93762336804456,0.013435284609508486,0.9999078327476518,0.005007108052571614,0,0.0,0,0.0,0,0.0,0,0.0,0.05194253064279049,0.023793508900305297
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,1.0,Feed-forward,3145728,1986.4008178710938,1.4249250375539095,118.69927370512846,118.55625642495633,0.012004496683725985,0.9999256761566313,0.004083951314290364,0,0.0,0,0.0,0,0.0,0,0.0,0.04172465665755018,0.02673302534875073
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,2.0,Feed-forward,3145728,2067.063232421875,1.463414647121255,123.8261780209712,123.68292058222914,0.011818297798656108,0.9999276120231322,0.0040442148844401045,0,0.0,0,0.0,0,0.0,0,0.0,0.0413366491496957,0.02819673807240984
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,3.0,Feed-forward,3145728,2041.5323486328125,1.445757823075289,123.03037488576246,122.90352860577275,0.01175122667404459,0.9999282143771447,0.003986358642578125,0,0.0,0,0.0,0,0.0,0,0.0,0.04126904058587618,0.02752042756728722
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,4.0,Feed-forward,3145728,2041.0200805664062,1.4447478763771324,122.62340523618951,122.50159836329688,0.01178199115898256,0.9999281206798486,0.003979047139485677,0,0.0,0,0.0,0,0.0,0,0.0,0.04129159992725759,0.027481991728888596
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,5.0,Feed-forward,3145728,2030.1167602539062,1.4379504161570817,121.9855888485142,121.87372795810526,0.01178787125373281,0.9999278035194566,0.004002571105957031,0,0.0,0,0.0,0,0.0,0,0.0,0.04137177597900139,0.027223997530110632
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,6.0,Feed-forward,3145728,2008.4253540039062,1.4227320634646032,120.82866954002473,120.71669320989227,0.011774788788792455,0.9999280046318247,0.0041001637776692705,0,0.0,0,0.0,0,0.0,0,0.0,0.041396753988815684,0.02665080387285669
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,7.0,Feed-forward,3145728,2042.97900390625,1.446423139931978,121.86810477289576,121.76557788238534,0.011868758791542805,0.9999267632442471,0.004206657409667969,0,0.0,0,0.0,0,0.0,0,0.0,0.0414394563053705,0.02754576240141391
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,8.0,Feed-forward,3145728,2098.0921020507812,1.485362597743668,126.31817852772616,126.21559710719194,0.011758898165378685,0.9999281137553264,0.004467010498046875,0,0.0,0,0.0,0,0.0,0,0.0,0.04126051190301183,0.029048856615211654
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,9.0,Feed-forward,3145728,2145.8627319335938,1.518546994303262,124.29381576216393,124.17456761425626,0.01221739782459481,0.9999226507998938,0.004284222920735677,0,0.0,0,0.0,0,0.0,0,0.0,0.041714407547865914,0.030361312931636495
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,10.0,Feed-forward,3145728,2117.7867431640625,1.4996364073367583,118.41869697378345,118.31982734507666,0.012663848240694187,0.9999172684496753,0.004390398661295573,0,0.0,0,0.0,0,0.0,0,0.0,0.04271529475635229,0.029609837631488004
