name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,component,component_label,component_order,layer,submodule_group,numel,delta_l1_sum,delta_l2_norm,baseline_l2_norm,tuned_l2_norm,relative_l2,cosine_similarity,sign_flip_fraction,tail_abs_delta_z_gt_1p0_count,tail_abs_delta_z_gt_1p0_fraction,tail_abs_delta_z_gt_2p0_count,tail_abs_delta_z_gt_2p0_fraction,tail_abs_delta_z_gt_3p0_count,tail_abs_delta_z_gt_3p0_fraction,tail_abs_delta_z_gt_5p0_count,tail_abs_delta_z_gt_5p0_fraction,p999_abs_delta_z_approx,delta_energy_share
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_norm_deepnorm,Transformer norm/deepnorm,3,13.0,Norm/deepnorm,1025,0.890625,0.03326276023788748,10.103855046976017,10.128913405681043,0.0032920860486650985,0.9999978307409707,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17766909886893686,1.4845437860592848e-05
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_norm_deepnorm,Transformer norm/deepnorm,3,14.0,Norm/deepnorm,1025,1.1468505859375,0.04216729846048797,11.51499608055111,11.550033859929908,0.0036619464015020466,0.9999980326857415,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1776055620149547,2.385766831939719e-05
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_norm_deepnorm,Transformer norm/deepnorm,3,15.0,Norm/deepnorm,1025,0.83056640625,0.03223211067297732,13.669368073731729,13.691816929468423,0.0023579810346108865,0.9999988393141647,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09999080493416665,1.3939716197178901e-05
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_norm_deepnorm,Transformer norm/deepnorm,3,16.0,Norm/deepnorm,1025,1.0225830078125,0.03889333334381928,10.934962386985386,10.963131587800348,0.003556787117082902,0.9999971045221433,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17671604605920432,2.029676261842536e-05
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_norm_deepnorm,Transformer norm/deepnorm,3,17.0,Norm/deepnorm,1025,2.3856935501098633,0.09242879698944012,8.623354879302466,8.689700170509033,0.010718426677681374,0.9999725833951365,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.4036789274540763,0.00011462808623626189
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,upsample,Upsample,4,,Upsample,525312,378.9321635365486,0.6609966702341502,46.808640365494604,46.80165957285839,0.01412125336418435,0.9998991388877775,0.004703871223196881,0,0.0,0,0.0,0,0.0,0,0.0,0.05521163737753014,0.005862393744276135
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,crf,CRF head,5,,CRF,2097152,1713.5634765625,1.4726374698321754,48.61623023021093,48.43764364898054,0.030291066642946406,0.9995429280009563,0.009849071502685547,0,0.0,0,0.0,0,0.0,0,0.0,0.09950236051330706,0.029098334614510158
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv,Convolution front-end,0,0.0,Conv,384,18.077592730522156,2.738281898933802,14.461701556876564,17.007445331863,0.18934714481309114,0.9979318118985765,0.2552083333333333,6,0.015625,0,0.0,0,0.0,0,0.0,1.6074923465346864,0.10385566209500918
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv,Convolution front-end,0,1.0,Conv,20544,114.25046730041504,2.5021965390867873,46.497315688230195,46.289049973626994,0.05381378477553944,0.9985555433738483,0.08182437694704049,0,0.0,0,0.0,0,0.0,0,0.0,0.8096972828342796,0.08671948813026069
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv,Convolution front-end,0,2.0,Conv,73856,241.39331078529358,1.7967512419831546,38.04358883556148,38.47002413117039,0.047228752517259436,0.9989592702136448,0.02726928076256499,4,5.4159445407279026e-05,0,0.0,0,0.0,0,0.0,0.4038748592142273,0.04471464375810544
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv,Convolution front-end,0,3.0,Conv,147584,192.78750371932983,1.1900244407187528,19.38435817030847,19.979070966197686,0.061390964315830854,0.9986283667979852,0.006003360797918474,33,0.00022360147441457067,7,4.7430615784908936e-05,0,0.0,0,0.0,0.627625358278809,0.019614878830958766
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv,Convolution front-end,0,4.0,Conv,328192,319.5001496076584,1.1054798267200467,24.802331738681307,24.727228593818783,0.04457160876515147,0.9990083075911647,0.023751340678627147,4,1.218798751950078e-05,0,0.0,0,0.0,0,0.0,0.4184150327117574,0.01692682527183889
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,0.0,Self-attention,1049088,571.2675611972809,0.7213115512411378,72.72642185497955,72.69640443853987,0.009918149866900677,0.9999495977110103,0.007659986578818936,0,0.0,0,0.0,0,0.0,0,0.0,0.07827547345651953,0.007206421196064582
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,1.0,Self-attention,1049088,610.4516310095787,0.7641813988501888,62.75676637620779,62.71023322983927,0.01217687658202688,0.9999247067303151,0.005528611517813567,0,0.0,0,0.0,0,0.0,0,0.0,0.05397140433287408,0.008088477691368393
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,2.0,Self-attention,1049088,656.4571654200554,0.8083384429905457,72.67765985494144,72.63436354172713,0.011122240928008838,0.9999368340467611,0.004490567044899951,0,0.0,0,0.0,0,0.0,0,0.0,0.04405554895823851,0.009050244966493487
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,3.0,Self-attention,1049088,661.4824455976486,0.8144759898185503,76.67362987359456,76.64390917166325,0.010622635072335802,0.9999420473842023,0.004237966691068814,0,0.0,0,0.0,0,0.0,0,0.0,0.04093822649206241,0.009188199998992803
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,4.0,Self-attention,1049088,647.4735466241837,0.7970274803023739,78.77963763724014,78.7526871018409,0.010117176267964944,0.9999472154580531,0.0036021763665202537,0,0.0,0,0.0,0,0.0,0,0.0,0.03894522203140726,0.008798739471892058
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,5.0,Self-attention,1049088,664.1710057258606,0.8173811295215994,79.58207756336601,79.55932798452781,0.010270919716449497,0.9999457302828371,0.004055903794533919,0,0.0,0,0.0,0,0.0,0,0.0,0.04079849601761936,0.009253863346590573
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,6.0,Self-attention,1049088,635.2598267793655,0.7825931137561467,80.26332072343511,80.24041143514401,0.009750320653349657,0.9999508796351289,0.0034877913006344558,0,0.0,0,0.0,0,0.0,0,0.0,0.03724732756079851,0.008482930557800073
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,7.0,Self-attention,1049088,649.0945094823837,0.7988808676904378,80.81129729931499,80.78924193997288,0.009885757244206496,0.999949427946297,0.003824274036115178,0,0.0,0,0.0,0,0.0,0,0.0,0.03885604590793323,0.008839707778913632
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,8.0,Self-attention,1049088,646.4285015463829,0.7954275177245066,82.64227212211796,82.62485724594089,0.009624947345943225,0.9999522318290966,0.0035707204734016593,0,0.0,0,0.0,0,0.0,0,0.0,0.035687554525621876,0.008763449536704417
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,9.0,Self-attention,1049088,679.0670111775398,0.8342398427157145,81.46292152450843,81.35936452808023,0.01024073071654716,0.9999466486483091,0.003920548133235725,0,0.0,0,0.0,0,0.0,0,0.0,0.04074480930901839,0.009639526971448606
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,10.0,Self-attention,1049088,660.7872297167778,0.8128237296803549,81.52731743185629,81.50192355741133,0.009969955534962067,0.9999486075128897,0.0038671684358223524,0,0.0,0,0.0,0,0.0,0,0.0,0.040281018926372675,0.009150959126901503
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,11.0,Self-attention,1049088,650.6105012893677,0.8006817012752112,78.93266472916565,78.89683710740191,0.010143857476781079,0.9999468430061736,0.003784239263055149,0,0.0,0,0.0,0,0.0,0,0.0,0.039884066440681105,0.008879605554372784
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,12.0,Self-attention,1049088,656.9370045661926,0.8115321002823767,77.3956421424041,77.35525645813622,0.01048550122226763,0.9999436897171865,0.003888139031234749,0,0.0,0,0.0,0,0.0,0,0.0,0.04036495489543719,0.009121899304199732
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,13.0,Self-attention,1049088,658.4898936748505,0.8122945150233628,75.74498464486366,75.71666279024532,0.010724069967561008,0.9999409365130543,0.003870981271351879,0,0.0,0,0.0,0,0.0,0,0.0,0.04080136098881832,0.009139046961982056
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,14.0,Self-attention,1049088,650.9241224527359,0.8043970790122066,77.59547381842589,77.57010455204029,0.01036654639025071,0.9999446293309017,0.003573580100048804,0,0.0,0,0.0,0,0.0,0,0.0,0.03977576166437338,0.008962204251171758
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,15.0,Self-attention,1049088,690.5409217476845,0.8599921161342923,77.27375583739308,77.25828205081292,0.011129161599753995,0.9999364817426639,0.003753736578818936,0,0.0,0,0.0,0,0.0,0,0.0,0.04209414881506962,0.010243840493463418
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,16.0,Self-attention,1049088,731.0417067408562,0.9141078492536968,69.91971956990635,69.93552434754015,0.013073677281267565,0.9999130866902844,0.004371415934602245,0,0.0,0,0.0,0,0.0,0,0.0,0.055718268353745715,0.011573607341043608
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_self_attn,Transformer self-attention,1,17.0,Self-attention,1049088,748.6512883901596,0.9364092948591916,87.56039058382642,87.62550752298247,0.010694439444770457,0.9999416494118877,0.0037604090409956077,0,0.0,0,0.0,0,0.0,0,0.0,0.04587181783605113,0.012145217575442221
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,0.0,Feed-forward,3145728,1778.6693725585938,1.315454993963899,100.05765915835728,99.93776627935132,0.013146969507671248,0.9999114812355746,0.004892985026041667,0,0.0,0,0.0,0,0.0,0,0.0,0.050926415852457926,0.023967672164958608
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,1.0,Feed-forward,3145728,1939.5176391601562,1.3920233050620732,118.69927370512846,118.55534004144963,0.011727311057691151,0.9999289291614043,0.0039895375569661455,0,0.0,0,0.0,0,0.0,0,0.0,0.04147142534613099,0.026839033974338095
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,2.0,Feed-forward,3145728,2018.2871704101562,1.4293857527021077,123.8261780209712,123.6823698563431,0.01154348600228956,0.9999307572697361,0.0039196014404296875,0,0.0,0,0.0,0,0.0,0,0.0,0.04102691922196002,0.028299109238033554
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,3.0,Feed-forward,3145728,1990.771484375,1.4102105212137108,123.03037488576246,122.90300418419397,0.011462295571505198,0.9999315768492251,0.0038557052612304688,0,0.0,0,0.0,0,0.0,0,0.0,0.04091431721498525,0.027544936063416067
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,4.0,Feed-forward,3145728,1988.152099609375,1.4078347495434593,122.62340523618951,122.5009287273468,0.01148096276425993,0.9999316688349471,0.0038623809814453125,0,0.0,0,0.0,0,0.0,0,0.0,0.040917086115945314,0.027452204724060156
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,5.0,Feed-forward,3145728,1975.3724365234375,1.3997109438309798,121.9855888485142,121.87316905675958,0.011474395926958031,0.9999315023318232,0.0039068857828776045,0,0.0,0,0.0,0,0.0,0,0.0,0.040955096925879377,0.027136297011283745
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,6.0,Feed-forward,3145728,1951.06494140625,1.3826277011299701,120.82866954002473,120.71573659842366,0.011442877807008879,0.9999319114139916,0.004003842671712239,0,0.0,0,0.0,0,0.0,0,0.0,0.040994672359601005,0.026477951064012135
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,7.0,Feed-forward,3145728,1987.5691528320312,1.4077575444239676,121.86810477289576,121.76481196796449,0.011551484673100867,0.9999303547095636,0.004075368245442708,0,0.0,0,0.0,0,0.0,0,0.0,0.04107033604619382,0.02744919386979365
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,8.0,Feed-forward,3145728,2037.9495849609375,1.4431847658994221,126.31817852772616,126.21355058614942,0.011424996645139554,0.9999321073415588,0.004312197367350261,0,0.0,0,0.0,0,0.0,0,0.0,0.040808145485511746,0.02884813483974383
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,9.0,Feed-forward,3145728,2085.1878051757812,1.47592649941562,124.29381576216393,124.17190154303228,0.011874496654280788,0.9999267827966218,0.004150072733561198,0,0.0,0,0.0,0,0.0,0,0.0,0.04135329809023036,0.030171946451093834
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,10.0,Feed-forward,3145728,2047.4078979492188,1.4503944748288777,118.41869697378345,118.3175121924318,0.012248019205531086,0.9999223714352289,0.0042514801025390625,0,0.0,0,0.0,0,0.0,0,0.0,0.041877960398226236,0.02913708768775429
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,11.0,Feed-forward,3145728,2026.344970703125,1.4362166107519707,117.24210602757547,117.13775402477525,0.012250006925107254,0.9999223552291036,0.004202524820963542,0,0.0,0,0.0,0,0.0,0,0.0,0.04187478015209206,0.028570231422362084
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,12.0,Feed-forward,3145728,2076.8134155273438,1.4714275870670406,118.1794145502401,118.1025669009516,0.012450794350834248,0.9999198009430895,0.004213968912760417,0,0.0,0,0.0,0,0.0,0,0.0,0.04204307217622577,0.029988286817547366
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,13.0,Feed-forward,3145728,2077.7718505859375,1.4723711623221083,118.55297594522354,118.47763378389716,0.012419520898424291,0.999920107384265,0.0042095184326171875,0,0.0,0,0.0,0,0.0,0,0.0,0.04203011410232277,0.03002676003677624
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,14.0,Feed-forward,3145728,2098.8150634765625,1.4867701430866922,119.79008536093983,119.70688281368265,0.012411462422844835,0.9999200171916997,0.004123369852701823,0,0.0,0,0.0,0,0.0,0,0.0,0.04198045548833507,0.030616922146956892
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,15.0,Feed-forward,3145728,2161.345947265625,1.5332968130461835,120.42536508015037,120.32874484485201,0.012732340998307699,0.9999162497606897,0.004194577534993489,0,0.0,0,0.0,0,0.0,0,0.0,0.045523043237035106,0.03256314428893127
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,16.0,Feed-forward,3145728,2220.316162109375,1.5733265774219476,122.27695334899582,122.17065101222143,0.012866910193055244,0.9999143819925003,0.004195213317871094,0,0.0,0,0.0,0,0.0,0,0.0,0.044925785223907645,0.03428558986800016
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_ffn,Transformer FFN,2,17.0,Feed-forward,3145728,2328.583740234375,1.6537721380422914,124.91481863278872,124.76099611795246,0.013239198968889842,0.9999100395952386,0.004305203755696614,0,0.0,0,0.0,0,0.0,0,0.0,0.049203733918684274,0.037881329200411595
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,0.0,Norm/deepnorm,1025,0.5809558033943176,0.023074291175210697,5.030958463384759,5.038861600434419,0.004586460282496955,0.9999908300441983,0.03121951219512195,0,0.0,0,0.0,0,0.0,0,0.0,0.03856613514795704,7.374466464876442e-06
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,1.0,Norm/deepnorm,1025,0.6863012909889221,0.02743554566035007,6.668480467421702,6.682115329983697,0.004114212494792479,0.9999936964004472,0.006829268292682927,0,0.0,0,0.0,0,0.0,0,0.0,0.042149367893355986,1.0425600330305967e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,2.0,Norm/deepnorm,1025,0.6794880032539368,0.026776728287363518,7.704114374533807,7.718444200396463,0.0034756400263048224,0.9999958086438153,0.000975609756097561,0,0.0,0,0.0,0,0.0,0,0.0,0.08718207822828865,9.930906453459688e-06
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,3.0,Norm/deepnorm,1025,0.6748046875,0.026876545351532048,8.920147890652558,8.9351820707636,0.0030130156675645505,0.9999969907560016,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09766946876877976,1.0005084413431714e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,4.0,Norm/deepnorm,1025,0.6685791015625,0.026266683544679568,9.422039783358974,9.437396320506135,0.002787791619291238,0.9999976151503139,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09905052431320657,9.556180654886991e-06
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,5.0,Norm/deepnorm,1025,0.7413330078125,0.028637133346468283,10.584850252630194,10.60345662455956,0.002705483087901941,0.9999980584845193,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.08718207822828865,1.1358813035176468e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,6.0,Norm/deepnorm,1025,0.806640625,0.03120036952460146,11.533993113026714,11.555743578660861,0.0027050796041624523,0.9999983115961607,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09743641564565773,1.3483211373889493e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,7.0,Norm/deepnorm,1025,0.8258056640625,0.03173429023885371,11.783549360123246,11.806058227209359,0.002693101142024588,0.9999984207718181,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07440687030825874,1.3948626535047355e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,8.0,Norm/deepnorm,1025,1.04931640625,0.03837359442606368,9.960370311670419,9.989344737545224,0.0038526272844592994,0.9999969438437407,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.15503409463776835,2.039571007788023e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,9.0,Norm/deepnorm,1025,0.6034774780273438,0.02379906560124256,8.316425285837186,8.325196629856935,0.002861694151424572,0.9999966712644602,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0749533530709106,7.845013221621835e-06
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,10.0,Norm/deepnorm,1025,0.70416259765625,0.027398803329962345,9.819863636134434,9.835079092028694,0.002790140916940984,0.999997436352426,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09994315777484834,1.0397694608692266e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,11.0,Norm/deepnorm,1025,0.680419921875,0.026087656737342473,9.910766727107475,9.927622750761902,0.0026322541389240933,0.9999981483296294,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.12195682761741908,9.426359751841185e-06
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,12.0,Norm/deepnorm,1025,0.7705078125,0.029383214248470728,9.29505464058627,9.315224063490225,0.0031611663819777467,0.9999975469431724,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1772719935315483,1.1958383342566084e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,13.0,Norm/deepnorm,1025,0.8798828125,0.03285664812746235,10.103855046976017,10.128665213580172,0.003251892270296649,0.9999979565934236,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17764262517977764,1.4952726206458885e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,14.0,Norm/deepnorm,1025,1.136962890625,0.04173912265270444,11.51499608055111,11.549755764315194,0.003624762211009209,0.9999981891279587,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1775499672677203,2.4130176563906997e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,15.0,Norm/deepnorm,1025,0.82177734375,0.031767846055635034,13.669368073731729,13.691442749148925,0.0023240171662858816,0.9999988355394173,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.099989915089086,1.397814066721834e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,16.0,Norm/deepnorm,1025,1.0025634765625,0.0384347058652995,10.934962386985386,10.962967002951915,0.0035148457310690286,0.9999972568440405,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17671604605920432,2.0460723725669465e-05
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_norm_deepnorm,Transformer norm/deepnorm,3,17.0,Norm/deepnorm,1025,2.4051859378814697,0.09327985677046079,8.623354879302466,8.690259975324139,0.01081711909993843,0.9999719502477069,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.40625286687900575,0.0001205173597504345
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,upsample,Upsample,4,,Upsample,525312,382.27213686704636,0.666015271676332,46.808640365494604,46.80380195782181,0.014228468643307929,0.999897629763617,0.004734329312865497,0,0.0,0,0.0,0,0.0,0,0.0,0.05528279154535232,0.006143873184528489
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,crf,CRF head,5,,CRF,2097152,1652.752685546875,1.4192885464837415,48.61623023021093,48.44124733488368,0.0291937186359987,0.99957565781448,0.009532451629638672,0,0.0,0,0.0,0,0.0,0,0.0,0.09824549013276238,0.0279007105578019
Beta,Beta,Beta,Beta,base,,,6,conv,Convolution front-end,0,0.0,Conv,384,14.264921694993973,2.1662238406209005,14.461701556876564,16.470619978593643,0.14979038476912196,0.9986213726650289,0.2526041666666667,1,0.0026041666666666665,0,0.0,0,0.0,0,0.0,1.2054492022126027,0.07046305821262323
Beta,Beta,Beta,Beta,base,,,6,conv,Convolution front-end,0,1.0,Conv,20544,98.47662210464478,2.2115286855577247,46.497315688230195,46.22955365195921,0.04756250232564454,0.9988789992403198,0.08162967289719626,4,0.00019470404984423675,0,0.0,0,0.0,0,0.0,0.550912082832433,0.07344123642119833
Beta,Beta,Beta,Beta,base,,,6,conv,Convolution front-end,0,2.0,Conv,73856,216.75995254516602,1.6529948798098597,38.04358883556148,37.84021675128434,0.04345002483742199,0.9990653400470028,0.027201581455805892,8,0.00010831889081455805,0,0.0,0,0.0,0,0.0,0.3564950025900395,0.041029652867180515
Beta,Beta,Beta,Beta,base,,,6,conv,Convolution front-end,0,3.0,Conv,147584,179.51240468025208,1.0880474751401588,19.38435817030847,19.93214349331956,0.05613017803223908,0.9988563624553786,0.005983033391153513,25,0.00016939505637467476,3,2.032740676496097e-05,0,0.0,0,0.0,0.5632381297857817,0.017776674360610943
Beta,Beta,Beta,Beta,base,,,6,conv,Convolution front-end,0,4.0,Conv,328192,296.8078182935715,1.0337889845556347,24.802331738681307,24.70533994411847,0.04168112076911353,0.999135657807797,0.023763528666146647,8,2.437597503900156e-05,0,0.0,0,0.0,0,0.0,0.4046480679634094,0.01604791541040761
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,0.0,Self-attention,1049088,570.5022495985031,0.7204214265517906,72.72642185497955,72.69781120183505,0.009905910509227862,0.9999496443746226,0.007677144338701806,0,0.0,0,0.0,0,0.0,0,0.0,0.07816866043651031,0.0077934197528777786
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,1.0,Self-attention,1049088,610.1162629127502,0.7637352932236834,62.75676637620779,62.711373124368535,0.012169768095527892,0.9999246172051807,0.005527658308931186,0,0.0,0,0.0,0,0.0,0,0.0,0.053940932689626346,0.008758718058923391
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,2.0,Self-attention,1049088,655.4850224852562,0.8072242894102879,72.67765985494144,72.6356809397834,0.011106910858459523,0.9999369577734933,0.004490567044899951,0,0.0,0,0.0,0,0.0,0,0.0,0.043418065891184555,0.009784604337470713
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,3.0,Self-attention,1049088,661.1253439188004,0.8140589238782724,76.67362987359456,76.6458587422648,0.01061719557584965,0.99994216405455,0.004254171242069302,0,0.0,0,0.0,0,0.0,0,0.0,0.04090894998217713,0.009950995020477683
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,4.0,Self-attention,1049088,646.7858465313911,0.7962016814395955,78.77963763724014,78.75403794388833,0.010106693878256818,0.9999471712966077,0.003604082784285017,0,0.0,0,0.0,0,0.0,0,0.0,0.038877209388704516,0.009519212170116888
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,5.0,Self-attention,1049088,663.4749656319618,0.8164365504588257,79.58207756336601,79.56100278540899,0.01025905047287488,0.999945807576235,0.004022541483650562,0,0.0,0,0.0,0,0.0,0,0.0,0.040762909476894045,0.010009207764427687
Beta,Beta,Beta,Beta,base,,,6,transformer_self_attn,Transformer self-attention,1,6.0,Self-attention,1049088,634.0631166696548,0.7810969742392564,80.26332072343511,80.24169266267478,0.00973168026439733,0.999950952026154,0.0034744463762811126,0,0.0,0,0.0,0,0.0,0,0.0,0.037170847420791256,0.009161460994026467
