name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,tensor,tensor_stem,component,component_label,component_order,layer,submodule,submodule_group,shape,numel,baseline_mean,baseline_std,tuned_mean,tuned_std,delta_mean,delta_std,delta_l1_sum,delta_l2_norm,delta_linf_norm,baseline_l2_norm,tuned_l2_norm,relative_l2,cosine_similarity,sign_flip_fraction,abs_delta_q500,abs_delta_q950,abs_delta_q990,abs_delta_q999,abs_delta_z_q500,abs_delta_z_q950,abs_delta_z_q990,abs_delta_z_q999,tail_abs_delta_z_gt_1p0_fraction,tail_abs_delta_z_gt_2p0_fraction,tail_abs_delta_z_gt_3p0_fraction,tail_abs_delta_z_gt_5p0_fraction,relative_l2_rank
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.3.conv.weight.tensor,conv.3.conv.weight,conv,Convolution front-end,0,3.0,conv_weight,Conv,128x128x9,147456,2.159507403121097e-06,0.045519500970840454,-3.956730870413594e-05,0.046873677521944046,-4.172679109615274e-05,0.002986717503517866,195.40074157714844,1.1470114229227124,0.14169085025787354,17.479488886643146,17.99949814838597,0.06562042118972536,0.998338954255976,0.006069607101380825,0.0005426559364423156,0.005033283494412899,0.011921381577849388,0.028625143691897392,0.011921390891075134,0.11057419329881668,0.2618960738182068,0.6288543343544006,0.0002509223122615367,5.425347262644209e-05,1.3563368156610522e-05,0.0,2.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.2.conv.bias.tensor,conv.2.conv.bias,conv,Convolution front-end,0,2.0,conv_bias,Conv,128,128,-0.23985695838928223,0.8994260430335999,-0.24395331740379333,0.9003586173057556,-0.004096358083188534,0.05058066174387932,3.695295810699463,0.5741284357786621,0.22901630401611328,10.53146805806331,10.553688120594494,0.05451551793285192,0.9985193584792625,0.015625,0.013845205307006836,0.1104511022567749,0.22016365826129913,0.2284117192029953,0.015393378213047981,0.1228017583489418,0.24478238821029663,0.2539527416229248,0.0,0.0,0.0,0.0,3.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.3.conv.bias.tensor,conv.3.conv.bias,conv,Convolution front-end,0,3.0,conv_bias,Conv,128,128,-0.27887842059135437,0.6861683130264282,-0.28937381505966187,0.7118892669677734,-0.010495402850210667,0.03802892193198204,2.707629919052124,0.4463329669216343,0.23042011260986328,8.379785792997541,8.69407964502416,0.05326305205731552,0.9993106939860452,0.0078125,0.008555606007575989,0.10148806124925613,0.1274668574333191,0.21767640113830566,0.012468669563531876,0.14790548384189606,0.18576617538928986,0.31723472476005554,0.0,0.0,0.0,0.0,4.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.1.conv.bias.tensor,conv.1.conv.bias,conv,Convolution front-end,0,1.0,conv_bias,Conv,64,64,-0.35623908042907715,3.126411199569702,-0.3885355591773987,3.104752779006958,-0.0322965569794178,0.16330666840076447,5.700766563415527,1.3317569662821012,0.9221611022949219,25.173133406626448,25.03175473507975,0.05290390134473619,0.99860855852092,0.0,0.0413665771484375,0.2845773696899414,0.6527711749076843,0.8952222466468811,0.013231329619884491,0.09102365374565125,0.20879249274730682,0.2863418161869049,0.0,0.0,0.0,0.0,5.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.1.conv.weight.tensor,conv.1.conv.weight,conv,Convolution front-end,0,1.0,conv_weight,Conv,64x64x5,20480,-0.005043329205363989,0.2731286585330963,-0.005502193234860897,0.2730451226234436,-0.0004588640877045691,0.01337155606597662,99.2882308959961,1.914707620078257,0.2879161834716797,39.093653202318215,39.082969636722844,0.04897745447756383,0.9988002634078308,0.08188476413488388,0.0013045466039329767,0.019995277747511864,0.05715343356132507,0.14727982878684998,0.004776307847350836,0.0732082724571228,0.20925460755825043,0.5392324328422546,0.0004394531133584678,0.0,0.0,0.0,6.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.2.conv.weight.tensor,conv.2.conv.weight,conv,Convolution front-end,0,2.0,conv_weight,Conv,128x64x9,73728,0.0019348718924447894,0.13461939990520477,0.0019226300064474344,0.1352613866329193,-1.2241855074535124e-05,0.00655485549941659,243.44241333007812,1.7798365288582005,0.24044227600097656,36.55684384668964,36.73110164594849,0.04868682144230902,0.9988316704962523,0.02727593295276165,0.0014328324468806386,0.012599673122167587,0.02570313960313797,0.054229747503995895,0.010643579065799713,0.09359476715326309,0.19093190133571625,0.40283748507499695,9.494357800576836e-05,0.0,0.0,0.0,7.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.0.conv.bias.tensor,conv.0.conv.bias,conv,Convolution front-end,0,0.0,conv_bias,Conv,64,64,-0.34886807203292847,0.4828624725341797,-0.35001468658447266,0.4817119538784027,-0.0011466187424957752,0.026872051879763603,0.8353703022003174,0.21517203132524546,0.15414956212043762,4.765644611255755,4.7635733769029605,0.04515066667308667,0.998980276415666,0.0625,0.0029296278953552246,0.053194548934698105,0.09820064902305603,0.1485546976327896,0.006067209877073765,0.11016500741243362,0.20337188243865967,0.3076542913913727,0.0,0.0,0.0,0.0,8.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.4.conv.bias.tensor,conv.4.conv.bias,conv,Convolution front-end,0,4.0,conv_bias,Conv,512,512,0.018486348912119865,0.1553741842508316,0.018099553883075714,0.15716809034347534,-0.00038679427234455943,0.0068801334127783775,1.814551591873169,0.15592547332085713,0.08445131778717041,3.5405137074041804,3.5798118646299026,0.0440403529563324,0.9991017848415433,0.029296875,0.0019078068435192108,0.012694420292973518,0.026909003034234047,0.062381818890571594,0.012278787791728973,0.08170223981142044,0.17318835854530334,0.4014940559864044,0.0,0.0,0.0,0.0,9.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,conv.4.conv.weight.tensor,conv.4.conv.weight,conv,Convolution front-end,0,4.0,conv_weight,Conv,512x128x5,327680,0.0007904483936727047,0.04287688806653023,0.0007856511510908604,0.042757268995046616,-4.797223482455593e-06,0.0018543655751273036,313.87298583984375,1.0615042339928702,0.05097019672393799,24.54832830078825,24.479816453033685,0.04324140613512742,0.9990663461828724,0.02575073204934597,0.00046365056186914444,0.0034902028273791075,0.007579274475574493,0.01684936136007309,0.010813528671860695,0.0814005434513092,0.1767682433128357,0.39297059178352356,1.52587890625e-05,0.0,0.0,0.0,10.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,crf.linear.weight.tensor,crf.linear.weight,crf,CRF head,5,,linear_weight,CRF,4096x512,2097152,-0.00031572766602039337,0.03356962278485298,-0.0003194360760971904,0.03345876187086105,-3.708351869136095e-06,0.0011303853243589401,1908.2193603515625,1.6369714655640901,0.006378173828125,48.61623023021093,48.45574757091516,0.033671295734213784,0.9994332364731342,0.011034488677978516,0.000789642333984375,0.0021820068359375,0.00284576416015625,0.0036773681640625,0.023522518575191498,0.06499942392110825,0.08477197587490082,0.10954447835683823,0.0,0.0,0.0,0.0,11.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,upsample.linear.bias.tensor,upsample.linear.bias,upsample,Upsample,4,,linear_bias,Upsample,1024,1024,0.0006987148080952466,0.0231142770498991,0.0006919227307662368,0.023222453892230988,-6.792077329009771e-06,0.0006110251997597516,0.4945576786994934,0.01955401390414236,0.002197265625,0.73999470476885,0.7434482507301177,0.02642453220016482,0.999663275537795,0.0068359375,0.000408172607421875,0.0012031551450490952,0.0016603567637503147,0.00199855025857687,0.017658889293670654,0.05205244570970535,0.07183249294757843,0.08646385371685028,0.0,0.0,0.0,0.0,12.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,transformer_encoder.0.self_attn.out_proj.weight.tensor,transformer_encoder.0.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,0.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-1.71788597072009e-05,0.029549462720751762,-1.959802830242552e-05,0.029540089890360832,-2.4191735974454787e-06,0.0007391794351860881,150.7567901611328,0.3784617146463414,0.0037841796875,15.129331866915267,15.12453289729399,0.02501509769072712,0.9996864711909451,0.0129852294921875,0.0004634857177734375,0.00148773193359375,0.0019989013671875,0.00262451171875,0.015685075893998146,0.05034715682268143,0.06764592230319977,0.0888175517320633,0.0,0.0,0.0,0.0,13.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,transformer_encoder.17.norm2.weight.tensor,transformer_encoder.17.norm2.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,17.0,norm2_weight,Norm/deepnorm,512,512,0.24103976786136627,0.018107499927282333,0.24519796669483185,0.018494803458452225,0.004158195573836565,0.0008651165408082306,2.1289961338043213,0.09610398672209561,0.008544921875,5.469475223955573,5.563956766428154,0.017570970300981596,0.9999950860242348,0.0,0.004150390625,0.00537109375,0.006103515625,0.008170664310455322,0.22920826077461243,0.29662245512008667,0.3370709717273712,0.4512307345867157,0.0,0.0,0.0,0.0,14.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,transformer_encoder.1.self_attn.out_proj.weight.tensor,transformer_encoder.1.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,1.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-6.949186354177073e-05,0.046070944517850876,-6.799896073061973e-05,0.04604975879192352,1.4928682503523305e-06,0.000794399413280189,165.2041015625,0.4067331338948287,0.00433349609375,23.588355654028483,23.577508896854436,0.0172429625812153,0.9998508526645435,0.008602142333984375,0.00052642822265625,0.0015697479248046875,0.0020751953125,0.002685546875,0.011426466517150402,0.0340723991394043,0.0450434610247612,0.058291539549827576,0.0,0.0,0.0,0.0,15.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,upsample.linear.weight.tensor,upsample.linear.weight,upsample,Upsample,4,,linear_weight,Upsample,1024x512,524288,2.0732361008413136e-05,0.06463779509067535,1.9159226212650537e-05,0.06464117020368576,-1.5731294524812256e-06,0.0009993608109652996,415.74041748046875,0.7236149794714537,0.0067138671875,46.802790736270474,46.805231933279906,0.015460936582797886,0.9998794141740165,0.0051555633544921875,0.00067138671875,0.001953125,0.00261688232421875,0.003591299057006836,0.010386904701590538,0.030216451734304428,0.04048532247543335,0.05556035414338112,0.0,0.0,0.0,0.0,16.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,transformer_encoder.2.self_attn.out_proj.weight.tensor,transformer_encoder.2.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,2.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-8.489452739013359e-05,0.05466361343860626,-8.630870433989912e-05,0.05462992191314697,-1.4141955944069196e-06,0.0007918958435766399,164.73226928710938,0.40545122773928616,0.005126953125,27.987814295214935,27.970565583529055,0.014486705659205103,0.9998943890494127,0.0056304931640625,0.00052642822265625,0.001556396484375,0.0020751953125,0.0027386844158172607,0.009630320593714714,0.028472252190113068,0.03796300292015076,0.050100672990083694,0.0,0.0,0.0,0.0,17.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,transformer_encoder.0.ff.fc2.weight.tensor,transformer_encoder.0.ff.fc2.weight,transformer_ffn,Transformer FFN,2,0.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-7.165218994487077e-05,0.056143082678318024,-7.084036769811064e-05,0.05606094002723694,8.11830773272959e-07,0.0007937191985547543,661.7533569335938,0.8127677182977068,0.0040836334228515625,57.49062423560906,57.406511550166286,0.014137395951151861,0.9998988761196179,0.005213737487792969,0.0005340576171875,0.001556396484375,0.0020751953125,0.002655029296875,0.00951243657618761,0.027721958234906197,0.036962609738111496,0.04729039967060089,0.0,0.0,0.0,0.0,18.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,transformer_encoder.17.ff.fc1.weight.tensor,transformer_encoder.17.ff.fc1.weight,transformer_ffn,Transformer FFN,2,17.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-2.1685345927835442e-06,0.07129102200269699,3.093835402978584e-06,0.07120677083730698,5.26236590303597e-06,0.0010064690141007304,1678.4576416015625,1.4575364615065702,0.00567626953125,103.24059335933468,103.1185746104333,0.014117862112953175,0.9998975027066471,0.0045928955078125,0.00067138671875,0.0019683837890625,0.00262451171875,0.00341796875,0.009417548775672913,0.02761054039001465,0.03681405261158943,0.04794388264417648,0.0,0.0,0.0,0.0,19.0
AlphaQCL,AlphaQCL,AlphaQCL,Alpha,QCL,,,2,transformer_encoder.17.ff.fc2.weight.tensor,transformer_encoder.17.ff.fc2.weight,transformer_ffn,Transformer FFN,2,17.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-1.5033847375889309e-05,0.06867311894893646,-1.4496666153718252e-05,0.06857264041900635,5.371931592890178e-07,0.0009541838662698865,791.974365234375,0.9770835707012829,0.00732421875,70.32134666568182,70.21846142019028,0.013894551470216723,0.9999021371565694,0.004481315612792969,0.0006256103515625,0.00189208984375,0.0025177001953125,0.003326416015625,0.009109972976148129,0.02755211479961872,0.036662086844444275,0.04843839630484581,0.0,0.0,0.0,0.0,20.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.0.conv.weight.tensor,conv.0.conv.weight,conv,Convolution front-end,0,0.0,conv_weight,Conv,64x1x5,320,-0.001664625247940421,0.7632753252983093,-0.0020612976513803005,0.8929212689399719,-0.0003966731019318104,0.1327819675207138,15.206128120422363,2.37528658693781,0.8988265991210938,13.653916777224586,15.973103327382145,0.17396375162471567,0.9993962349746658,0.29374998807907104,0.0025988584384322166,0.23778997361660004,0.686040997505188,0.8743020296096802,0.003404876682907343,0.3115389049053192,0.8988119959831238,1.145460844039917,0.0062500000931322575,0.0,0.0,0.0,1.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.3.conv.weight.tensor,conv.3.conv.weight,conv,Convolution front-end,0,3.0,conv_weight,Conv,128x128x9,147456,2.159507403121097e-06,0.045519500970840454,-3.694308179547079e-05,0.046824127435684204,-3.910255691152997e-05,0.0027902000583708286,184.24298095703125,1.0715419084912812,0.1347806453704834,17.479488886643146,17.980470871578195,0.06130281700113284,0.9985726852764234,0.005947536788880825,0.0005212402902543545,0.004728298634290695,0.011140270158648491,0.026582665741443634,0.01145092025399208,0.1038741022348404,0.24473616480827332,0.5839839577674866,0.00019666884327307343,4.747178900288418e-05,0.0,0.0,2.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.1.conv.bias.tensor,conv.1.conv.bias,conv,Convolution front-end,0,1.0,conv_bias,Conv,64,64,-0.35623908042907715,3.126411199569702,-0.3817216455936432,3.0939109325408936,-0.025482606142759323,0.16801588237285614,5.9681715965271,1.3594987308710929,0.8851690292358398,25.173133406626448,24.938961129657397,0.05400593994044346,0.9985715391397918,0.0,0.049248456954956055,0.3614216446876526,0.6195147037506104,0.8586037755012512,0.015752393752336502,0.11560272425413132,0.1981552094221115,0.2746291756629944,0.0,0.0,0.0,0.0,3.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.2.conv.bias.tensor,conv.2.conv.bias,conv,Convolution front-end,0,2.0,conv_bias,Conv,128,128,-0.23985695838928223,0.8994260430335999,-0.2430509626865387,0.8984045386314392,-0.003194007556885481,0.04667922854423523,3.44327974319458,0.5293500528683793,0.2110118865966797,10.53146805806331,10.529680718112521,0.050263652697786765,0.9987365096250723,0.015625,0.013155683875083923,0.09991877526044846,0.1968867927789688,0.21018578112125397,0.014626754447817802,0.11109170317649841,0.21890270709991455,0.23368878662586212,0.0,0.0,0.0,0.0,4.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.1.conv.weight.tensor,conv.1.conv.weight,conv,Convolution front-end,0,1.0,conv_weight,Conv,64x64x5,20480,-0.005043329205363989,0.2731286585330963,-0.0053881630301475525,0.271774560213089,-0.00034483367926441133,0.013694590888917446,101.20024871826172,1.960431462987775,0.2761709690093994,39.093653202318215,38.90084990134374,0.05014705207625552,0.9987487165676919,0.08183594048023224,0.0013411426916718483,0.01996597833931446,0.05566710978746414,0.1753993183374405,0.004910296760499477,0.0731009989976883,0.20381277799606323,0.6421856880187988,0.0003906250058207661,0.0,0.0,0.0,5.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.3.conv.bias.tensor,conv.3.conv.bias,conv,Convolution front-end,0,3.0,conv_bias,Conv,128,128,-0.27887842059135437,0.6861683130264282,-0.2886963188648224,0.7101659774780273,-0.009817914105951786,0.0353870689868927,2.577908754348755,0.4154821566297669,0.20518112182617188,8.379785792997541,8.673130803637848,0.049581477008267864,0.9994044787224472,0.0078125,0.007902640849351883,0.09303230792284012,0.12267270684242249,0.1950915902853012,0.011517059057950974,0.1355823427438736,0.17877931892871857,0.28432032465934753,0.0,0.0,0.0,0.0,6.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.2.conv.weight.tensor,conv.2.conv.weight,conv,Convolution front-end,0,2.0,conv_weight,Conv,128x64x9,73728,0.0019348718924447894,0.13461939990520477,0.0019251725170761347,0.13485673069953918,-9.699379006633535e-06,0.005945611745119095,222.05154418945312,1.6144081594950936,0.22678089141845703,36.55684384668964,36.62124187470043,0.044161584798334284,0.999028410804161,0.0272488072514534,0.0013412951957434416,0.01148318313062191,0.0231349878013134,0.04821929335594177,0.009963609278202057,0.08530109375715256,0.17185476422309875,0.35818973183631897,9.494357800576836e-05,0.0,0.0,0.0,7.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.4.conv.weight.tensor,conv.4.conv.weight,conv,Convolution front-end,0,4.0,conv_weight,Conv,512x128x5,327680,0.0007904483936727047,0.04287688806653023,0.0007881489582359791,0.04275914654135704,-2.299411107742344e-06,0.001835450530052185,305.0769348144531,1.0506739224782027,0.05071777105331421,24.54832830078825,24.480915966973768,0.04280022287482699,0.9990854589581301,0.02374572679400444,0.00045008212327957153,0.0033797030337154865,0.00738076027482748,0.017322128638625145,0.010497077368199825,0.07882339507341385,0.17213839292526245,0.4039967656135559,1.220703143189894e-05,0.0,0.0,0.0,8.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.4.conv.bias.tensor,conv.4.conv.bias,conv,Convolution front-end,0,4.0,conv_bias,Conv,512,512,0.018486348912119865,0.1553741842508316,0.01815090887248516,0.15688170492649078,-0.00033543864265084267,0.006649457849562168,1.774188756942749,0.15065137749922722,0.0772775411605835,3.5405137074041804,3.573507869879924,0.042550711549042025,0.9991459968342716,0.03125,0.001839293516241014,0.012898428365588188,0.0258270762860775,0.058929357677698135,0.011837830767035484,0.08301524817943573,0.16622498631477356,0.37927374243736267,0.0,0.0,0.0,0.0,9.0
Gamma,Gamma,Gamma,Gamma,base,,,3,crf.linear.weight.tensor,crf.linear.weight,crf,CRF head,5,,linear_weight,CRF,4096x512,2097152,-0.00031572766602039337,0.03356962278485298,-0.00031718448735773563,0.033452749252319336,-1.4567874586646212e-06,0.0009899158030748367,1672.9010009765625,1.4335423598056591,0.00472259521484375,48.61623023021093,48.44700763543735,0.029486909063442823,0.9995665803114971,0.009638309478759766,0.0006866455078125,0.00191497802734375,0.002471923828125,0.003143310546875,0.020454363897442818,0.057044949382543564,0.07363571226596832,0.09363552927970886,0.0,0.0,0.0,0.0,10.0
Gamma,Gamma,Gamma,Gamma,base,,,3,conv.0.conv.bias.tensor,conv.0.conv.bias,conv,Convolution front-end,0,0.0,conv_bias,Conv,64,64,-0.34886807203292847,0.4828624725341797,-0.34931761026382446,0.4814298748970032,-0.0004495147441048175,0.016342364251613617,0.5292844772338867,0.1307883639320679,0.09335917234420776,4.765644611255755,4.758470311283778,0.027444002774176128,0.9996239913171168,0.046875,0.002924680709838867,0.031756624579429626,0.059558991342782974,0.08997917175292969,0.00605696439743042,0.06576742976903915,0.12334565818309784,0.18634533882141113,0.0,0.0,0.0,0.0,11.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.0.self_attn.out_proj.weight.tensor,transformer_encoder.0.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,0.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-1.71788597072009e-05,0.029549462720751762,-1.9724222511285916e-05,0.029541637748479843,-2.54535962085356e-06,0.0007377612055279315,150.42137145996094,0.3777358077770623,0.0037841796875,15.129331866915267,15.125326358016988,0.024967117589843324,0.999687639274092,0.0130157470703125,0.000457763671875,0.0014801025390625,0.0019989013671875,0.00262451171875,0.015491433441638947,0.05008896812796593,0.06764592230319977,0.0888175517320633,0.0,0.0,0.0,0.0,12.0
Gamma,Gamma,Gamma,Gamma,base,,,3,upsample.linear.bias.tensor,upsample.linear.bias,upsample,Upsample,4,,linear_bias,Upsample,1024,1024,0.0006987148080952466,0.0231142770498991,0.0006924026529304683,0.023222636431455612,-6.3121551647782326e-06,0.0005550220957957208,0.453546404838562,0.01776185558962497,0.002197265625,0.73999470476885,0.7434546645605473,0.024002679309913694,0.9997240986259288,0.0087890625,0.00036907196044921875,0.0010963436216115952,0.001434326171875,0.00173879973590374,0.015967266634106636,0.047431427985429764,0.06205366551876068,0.07522618770599365,0.0,0.0,0.0,0.0,13.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.1.self_attn.out_proj.weight.tensor,transformer_encoder.1.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,1.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-6.949186354177073e-05,0.046070944517850876,-6.797444075345993e-05,0.04605336859822273,1.5174127838690765e-06,0.0007916943286545575,164.64096069335938,0.4053481067673017,0.00439453125,23.588355654028483,23.579357157996803,0.01718424602005092,0.9998519287455736,0.008625030517578125,0.000518798828125,0.001556396484375,0.0020751953125,0.002685546875,0.0112608652561903,0.03378259763121605,0.0450434610247612,0.058291539549827576,0.0,0.0,0.0,0.0,14.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.17.norm2.weight.tensor,transformer_encoder.17.norm2.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,17.0,norm2_weight,Norm/deepnorm,512,512,0.24103976786136627,0.018107499927282333,0.24500487744808197,0.01847974583506584,0.0039651100523769855,0.000784829375334084,2.0301363468170166,0.09146083542787221,0.007080078125,5.469475223955573,5.559574515165064,0.016722049498874993,0.999995988975068,0.0,0.00390625,0.005126953125,0.005859375,0.006955325603485107,0.21572542190551758,0.2831396162509918,0.32358813285827637,0.38411277532577515,0.0,0.0,0.0,0.0,15.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.2.self_attn.out_proj.weight.tensor,transformer_encoder.2.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,2.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-8.489452739013359e-05,0.05466361343860626,-8.634833648102358e-05,0.05463351681828499,-1.4538213690684643e-06,0.0007889807457104325,164.14418029785156,0.4039587366765438,0.005126953125,27.987814295214935,27.972406141965937,0.0144333791990893,0.9998950982465992,0.005725860595703125,0.000518798828125,0.001556396484375,0.0020614415407180786,0.002716064453125,0.00949075073003769,0.028472252190113068,0.03771139308810234,0.049686871469020844,0.0,0.0,0.0,0.0,16.0
Gamma,Gamma,Gamma,Gamma,base,,,3,upsample.linear.weight.tensor,upsample.linear.weight,upsample,Upsample,4,,linear_weight,Upsample,1024x512,524288,2.0732361008413136e-05,0.06463779509067535,1.9903778593288735e-05,0.06463418155908585,-8.28591169010906e-07,0.0009237094782292843,384.0596618652344,0.6688369551838691,0.0064697265625,46.802790736270474,46.800174654121214,0.01429053577066998,0.9998968449071547,0.004749298095703125,0.0006103515625,0.001800537109375,0.00243377685546875,0.00341796875,0.009442641399800777,0.02785579115152359,0.037652529776096344,0.052878789603710175,0.0,0.0,0.0,0.0,17.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.0.ff.fc2.weight.tensor,transformer_encoder.0.ff.fc2.weight,transformer_ffn,Transformer FFN,2,0.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-7.165218994487077e-05,0.056143082678318024,-7.070834544720128e-05,0.0560649149119854,9.438566053177055e-07,0.0007905453094281256,659.10498046875,0.8095178529609726,0.00408935546875,57.49062423560906,57.41057711985114,0.014080867336617856,0.9998994478996494,0.005208015441894531,0.00052642822265625,0.001556396484375,0.0020599365234375,0.0026397705078125,0.009376544505357742,0.027721958234906197,0.03669082745909691,0.047018613666296005,0.0,0.0,0.0,0.0,18.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.16.self_attn.Wqkv.weight.tensor,transformer_encoder.16.self_attn.Wqkv.weight,transformer_self_attn,Transformer self-attention,1,16.0,self_attn_Wqkv_weight,Self-attention,1536x512,786432,-6.306452269200236e-05,0.06916620582342148,-6.331873737508431e-05,0.06919067353010178,-2.5422619387427403e-07,0.0009079701849259436,555.1206665039062,0.8051963974700134,0.01220703125,61.33735798332856,61.35906464780184,0.01312734072584039,0.999912132859093,0.0043538413010537624,0.000579833984375,0.00177001953125,0.00244140625,0.004150390625,0.008383196778595448,0.025590810924768448,0.03529766947031021,0.0600060410797596,0.0,0.0,0.0,0.0,19.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.17.ff.fc1.weight.tensor,transformer_encoder.17.ff.fc1.weight,transformer_ffn,Transformer FFN,2,17.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-2.1685345927835442e-06,0.07129102200269699,2.5494082365185022e-06,0.07121128588914871,4.717948286270257e-06,0.0009352964698337018,1563.1036376953125,1.3544653440867025,0.0052490234375,103.24059335933468,103.12512784082985,0.013119503675965875,0.9999108278998146,0.0042858123779296875,0.0006103515625,0.0018310546875,0.00241851806640625,0.00311279296875,0.008561407215893269,0.02568422257900238,0.03392457589507103,0.04366317763924599,0.0,0.0,0.0,0.0,20.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.0.conv.weight.tensor,conv.0.conv.weight,conv,Convolution front-end,0,0.0,conv_weight,Conv,64x1x5,320,-0.001664625247940421,0.7632753252983093,-0.0019988506101071835,0.9372456669807434,-0.00033422670094296336,0.1761162430047989,20.125335693359375,3.150468876168986,1.1439142227172852,13.653916777224586,16.765998146476583,0.23073737210877793,0.9994748733085003,0.2750000059604645,0.003099207766354084,0.31670019030570984,0.9582914113998413,1.112311601638794,0.004060405772179365,0.4149226248264313,1.255499005317688,1.4572875499725342,0.01875000074505806,0.0,0.0,0.0,1.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.3.conv.weight.tensor,conv.3.conv.weight,conv,Convolution front-end,0,3.0,conv_weight,Conv,128x128x9,147456,2.159507403121097e-06,0.045519500970840454,-3.572511559468694e-05,0.04680833965539932,-3.7884590710746124e-05,0.002847898518666625,186.62728881835938,1.0936897806211077,0.13364017009735107,17.479488886643146,17.974407227654183,0.0625698947900463,0.9984862469583216,0.0060628256760537624,0.0005137994885444641,0.004822377115488052,0.011398278176784515,0.027470001950860023,0.011287456378340721,0.10594087839126587,0.2504042088985443,0.6034774780273438,0.00020345051598269492,4.747178900288418e-05,0.0,0.0,2.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.2.conv.bias.tensor,conv.2.conv.bias,conv,Convolution front-end,0,2.0,conv_bias,Conv,128,128,-0.23985695838928223,0.8994260430335999,-0.2415606677532196,0.9138495326042175,-0.0017037024954333901,0.04914579167962074,3.611645460128784,0.5563551856896256,0.24457716941833496,10.53146805806331,10.694133283924225,0.052827885212413966,0.9987432629854163,0.0078125,0.011367585510015488,0.09324206411838531,0.2005998194217682,0.2413419932126999,0.01263871043920517,0.10366840660572052,0.2230309247970581,0.2683289051055908,0.0,0.0,0.0,0.0,3.0
