chunks,time,grad_norm,lr,scale,loss
45,16.09280373097863,inf,3.25e-06,65536.0,0.3880796432495117
90,16.30997619999107,nan,3.3084999999999997e-06,32768.0,0.4575757384300232
135,16.55133982998086,5.960850238800049,3.367e-06,16384.0,0.4485189616680145
180,16.770077925000805,4.999807834625244,3.4255e-06,16384.0,0.4481145739555359
225,16.99074257101165,5.093489646911621,3.484e-06,16384.0,0.4610517919063568
270,17.211515376984607,10.620403289794922,3.5425e-06,16384.0,0.35679924488067627
315,17.432147731014993,6.682531356811523,3.601e-06,16384.0,0.4251246154308319
360,17.652761975012254,7.766063213348389,3.6595e-06,16384.0,0.3338373005390167
405,17.873526471026707,5.564805030822754,3.718e-06,16384.0,0.3616536259651184
450,18.094152415986173,5.461972236633301,3.7765e-06,16384.0,0.3438550531864166
495,18.31473849900067,3.634967803955078,3.835e-06,16384.0,0.34460002183914185
540,18.535451893985737,3.6801528930664062,3.8935e-06,16384.0,0.3355492651462555
585,18.756249139027204,7.510298728942871,3.9520000000000004e-06,16384.0,0.2579638957977295
630,18.97671390202595,7.914278984069824,4.0105e-06,16384.0,0.23991112411022186
675,19.197439025971107,3.728243112564087,4.0689999999999995e-06,16384.0,0.2405599057674408
720,19.417952358024195,4.519554615020752,4.1275e-06,16384.0,0.24477705359458923
765,19.638727912970353,3.745173931121826,4.185999999999999e-06,16384.0,0.21588097512722015
810,19.85927414597245,2.279719591140747,4.2445e-06,16384.0,0.2292812168598175
855,20.080035489983857,2.46366810798645,4.303e-06,16384.0,0.22633010149002075
900,20.30057677201694,2.498279571533203,4.3615e-06,16384.0,0.19317308068275452
945,20.521409066976048,3.8857359886169434,4.42e-06,16384.0,0.1920507252216339
990,20.742067919985857,2.9540836811065674,4.4784999999999996e-06,16384.0,0.19781719148159027
1035,20.962739872979,3.1443214416503906,4.537e-06,16384.0,0.1634186953306198
1080,21.183505018008873,3.8680033683776855,4.5955e-06,16384.0,0.15552297234535217
1125,21.404173840011936,3.097036838531494,4.653999999999999e-06,16384.0,0.1652500033378601
1170,21.624827763007488,2.6937108039855957,4.7125e-06,16384.0,0.13155415654182434
1215,21.845472895016428,5.305431842803955,4.771e-06,16384.0,0.14489077031612396
1260,22.066071456996724,2.609468460083008,4.8295e-06,16384.0,0.1401176005601883
