chunks,time,grad_norm,lr,scale,loss
45,16.04584212100599,3.7618751525878906,4e-07,65536.0,0.4473761022090912
90,16.263018783996813,inf,4.072e-07,65536.0,0.474230021238327
135,16.47900438698707,nan,4.144e-07,32768.0,0.4641484320163727
180,16.69632653199369,4.337893009185791,4.216e-07,16384.0,0.42504164576530457
225,16.916018137009814,4.265081882476807,4.288e-07,16384.0,0.4147597551345825
270,17.136716242996044,6.342255592346191,4.3600000000000004e-07,16384.0,0.4726303219795227
315,17.357370276993606,4.3413310050964355,4.432e-07,16384.0,0.4557957649230957
360,17.577542347018607,8.994483947753906,4.504e-07,16384.0,0.4936743676662445
405,17.79795149900019,8.91285514831543,4.5759999999999997e-07,16384.0,0.3998297154903412
450,18.018124428985175,5.201791763305664,4.648e-07,16384.0,0.39939677715301514
495,18.23842127097305,4.832897663116455,4.72e-07,16384.0,0.42925772070884705
540,18.458716981986072,4.555100440979004,4.792e-07,16384.0,0.4731592535972595
585,18.678784521005582,3.2905259132385254,4.864e-07,16384.0,0.37583109736442566
630,18.89893749100156,5.675930500030518,4.936e-07,16384.0,0.3932250738143921
675,19.120179369987454,6.244026184082031,5.008e-07,16384.0,0.41518181562423706
720,19.340921034978237,9.92369270324707,5.079999999999999e-07,16384.0,0.3849336504936218
765,19.561379147984553,7.168950080871582,5.152e-07,16384.0,0.3810217082500458
810,19.78108246298507,inf,5.224e-07,16384.0,0.45340654253959656
855,19.998379037017003,4.8629679679870605,5.296000000000001e-07,8192.0,0.48747020959854126
900,20.218395875999704,4.381033897399902,5.368e-07,8192.0,0.4465527832508087
945,20.43879475799622,3.9437596797943115,5.44e-07,8192.0,0.4196731150150299
990,20.658990237978287,4.713190078735352,5.512e-07,8192.0,0.4373621344566345
1035,20.879670732014347,3.2838022708892822,5.584e-07,8192.0,0.4073165953159332
1080,21.10013636399526,5.649316787719727,5.655999999999999e-07,8192.0,0.4049193561077118
1125,21.32037119497545,5.569271087646484,5.727999999999999e-07,8192.0,0.432741641998291
1170,21.540871107019484,3.9020116329193115,5.800000000000001e-07,8192.0,0.4509650766849518
1215,21.76130907901097,3.874955415725708,5.872000000000001e-07,8192.0,0.44222089648246765
1260,21.981815211998764,5.881557464599609,5.944e-07,8192.0,0.44342467188835144
1305,22.202009381027892,3.8887946605682373,6.016e-07,8192.0,0.4110583961009979
1350,22.4225450240192,8.071352005004883,6.088e-07,8192.0,0.3994777500629425
1395,22.642934145987965,9.854393005371094,6.16e-07,8192.0,0.42146027088165283
1440,22.863495728001,8.495304107666016,6.231999999999999e-07,8192.0,0.40851643681526184
1485,23.084018371009734,11.030600547790527,6.304e-07,8192.0,0.4192546010017395
1530,23.30432535201544,5.402740955352783,6.376e-07,8192.0,0.47958904504776
1575,23.524821594008245,3.6438069343566895,6.448000000000001e-07,8192.0,0.4232875406742096
1620,23.745243886020035,3.611680507659912,6.52e-07,8192.0,0.4219937026500702
1665,23.965928110003006,3.787081003189087,6.592e-07,8192.0,0.3908393383026123
1710,24.186580103007145,6.038154125213623,6.664e-07,8192.0,0.4104917347431183
1755,24.40694563399302,4.9792256355285645,6.736e-07,8192.0,0.3648413419723511
1800,24.62761073798174,3.549713611602783,6.808e-07,8192.0,0.39813241362571716
1845,24.84815645997878,7.3829474449157715,6.88e-07,8192.0,0.40555259585380554
1890,25.068607301975135,17.704002380371094,6.952e-07,8192.0,0.38548246026039124
1935,25.28916391497478,3.65946888923645,7.024e-07,8192.0,0.3501235544681549
1980,25.509754628001247,7.524328231811523,7.096e-07,8192.0,0.39646679162979126
2025,25.730190269008745,2.950763463973999,7.168e-07,8192.0,0.3817141652107239
2070,25.950546080013737,6.786050319671631,7.24e-07,8192.0,0.3516596853733063
2115,26.17102256201906,3.8772504329681396,7.312000000000001e-07,8192.0,0.4036325216293335
