chunks,time,grad_norm,lr,scale,loss
40,16.252086750988383,inf,1.7000000000000001e-07,65536.0,0.5565685629844666
80,16.47213793802075,5.2790141105651855,1.7306000000000002e-07,32768.0,0.6099362373352051
120,16.666180557978805,inf,1.7612000000000002e-07,32768.0,0.5352598428726196
160,16.860144286998548,5.013532638549805,1.7918000000000002e-07,16384.0,0.6395601630210876
200,17.05569321697112,inf,1.8224e-07,16384.0,0.5363022685050964
240,17.249199373007286,7.1211371421813965,1.8530000000000002e-07,8192.0,0.5563368201255798
280,17.44591940997634,6.2918195724487305,1.8836000000000003e-07,8192.0,0.49020108580589294
320,17.64268729899777,4.6900715827941895,1.9142e-07,8192.0,0.5113909840583801
360,17.839254966005683,12.947717666625977,1.9448e-07,8192.0,0.48009416460990906
400,18.036021513980813,7.9404377937316895,1.9754e-07,8192.0,0.5424176454544067
440,18.232853093009908,5.5167460441589355,2.006e-07,8192.0,0.5453566908836365
480,18.42949960997794,12.99256420135498,2.0366e-07,8192.0,0.636268138885498
520,18.626124799018726,3.80692458152771,2.0672000000000001e-07,8192.0,0.4890555441379547
560,18.82263516599778,4.577375411987305,2.0978000000000002e-07,8192.0,0.4626123011112213
600,19.019442446005996,4.189101696014404,2.1284000000000002e-07,8192.0,0.48641881346702576
640,19.215922452975065,4.6629743576049805,2.159e-07,8192.0,0.501698911190033
680,19.412495640979614,3.0413894653320312,2.1896e-07,8192.0,0.48091426491737366
720,19.609058299975004,6.098313808441162,2.2202e-07,8192.0,0.5211869478225708
760,19.805627249006648,6.318568706512451,2.2508000000000003e-07,8192.0,0.537766695022583
800,20.002550540026277,5.473316192626953,2.2814000000000003e-07,8192.0,0.5365260243415833
840,20.19951298099477,6.565989971160889,2.3120000000000003e-07,8192.0,0.6227909326553345
880,20.396173860994168,5.838427543640137,2.3426e-07,8192.0,0.513013482093811
920,20.593635985977016,7.333138942718506,2.3732e-07,8192.0,0.5865114331245422
960,20.790347356989514,13.703536033630371,2.4038e-07,8192.0,0.4487551152706146
1000,20.98741391999647,4.311237335205078,2.4344e-07,8192.0,0.548100471496582
1040,21.184230001003016,5.965494155883789,2.4650000000000004e-07,8192.0,0.5694390535354614
1080,21.380966371973045,4.581401348114014,2.4955999999999997e-07,8192.0,0.5291494727134705
1120,21.577778814011253,6.056136131286621,2.5262e-07,8192.0,0.4937615990638733
1160,21.774665547010954,4.756603240966797,2.5568e-07,8192.0,0.5220848321914673
1200,21.9713956679916,4.8716630935668945,2.5874e-07,8192.0,0.4418129026889801
1240,22.168094919994473,9.2990083694458,2.618e-07,8192.0,0.49437475204467773
1280,22.3647505309782,6.280430316925049,2.6486e-07,8192.0,0.5184754729270935
1320,22.561342363012955,5.473288536071777,2.6792e-07,8192.0,0.4769923686981201
1360,22.758034344995394,7.048452377319336,2.7098e-07,8192.0,0.4810294806957245
