name,display_name,family,variant,sort_order,seed_index,seed_label,seed,threshold,weighted_jaccard,jensen_shannon_similarity,exact_overlap_mass,intersection_variants,source_variants,groundtruth_variants,precision,recall,f1
Alpha_s02,Alpha,Alpha,base,0,2,s02,800022071,9,0.3515806655926274,0.9471915843442337,0.8179552753158721,1832.0,2018.0,5290.0,0.9078295341922695,0.34631379962192815,0.5013683634373289
Alpha_s02,Alpha,Alpha,base,0,2,s02,800022071,10,0.35050699308464095,0.9517696425037694,0.8254631320379529,1656.0,1776.0,4234.0,0.9324324324324325,0.3911195087387813,0.5510815307820299
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,1,0.23964909276312205,0.619641598271902,0.4950474562624092,74331.0,117204.0,273284.0,0.6342019043718644,0.271991774125086,0.3807082419946324
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,2,0.2857570291149656,0.7417672489408531,0.6024205780820086,25166.0,37896.0,107484.0,0.6640806417563859,0.23413717390495328,0.3462099325904526
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,3,0.3147761144414773,0.8180042872060314,0.6735586772416744,12407.0,17675.0,53134.0,0.701951909476662,0.2335039710919562,0.3504356790803429
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,4,0.33107677710466066,0.8653621842419735,0.7182006466585464,7086.0,9653.0,30491.0,0.7340723091266964,0.23239644485257946,0.35302909525707454
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,5,0.3393389063578495,0.8951851977818919,0.7510385192977803,4595.0,6015.0,19331.0,0.7639235245220283,0.23770110185712068,0.36258186696125616
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,6,0.3434831094412133,0.9158763922510268,0.775553946757953,3273.0,4044.0,13072.0,0.8093471810089021,0.25038249694002446,0.38244917036690806
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,7,0.3453281338382987,0.9296151874798958,0.7930987021174527,2542.0,2995.0,9309.0,0.8487479131886477,0.2730690729401654,0.4131989596879063
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,8,0.3460598202422194,0.9391845060442394,0.8067146193736352,2109.0,2393.0,6930.0,0.8813205181780193,0.30432900432900434,0.4524294754907219
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,9,0.34601437723448664,0.9459359037953343,0.8165544947640914,1809.0,1998.0,5290.0,0.9054054054054054,0.34196597353497166,0.4964324917672887
Alpha_s03,Alpha,Alpha,base,0,3,s03,1364179249,10,0.3448239089285238,0.950758906362517,0.8242049007869252,1653.0,1767.0,4234.0,0.9354838709677419,0.3904109589041096,0.5509081819696717
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,1,0.2415903329652727,0.6210175081210922,0.4961141155806544,74819.0,117919.0,273284.0,0.6344948651192768,0.27377746227367866,0.3825072916107494
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,2,0.2882143862245802,0.7428639848396401,0.6031340395801027,25446.0,38368.0,107484.0,0.6632089241034195,0.23674221279446242,0.34892905136713925
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,3,0.317617245424164,0.818970912412858,0.6738304016333913,12607.0,17977.0,53134.0,0.7012849752461479,0.23726803929687207,0.3545724290194204
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,4,0.3341343531033528,0.8660161981161317,0.7183087102780734,7188.0,9848.0,30491.0,0.7298943948009748,0.23574169427044045,0.3563796821934108
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,5,0.34255289809551537,0.8957635823633366,0.7511069048812129,4709.0,6170.0,19331.0,0.7632090761750405,0.2435983653199524,0.36931885024116695
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,6,0.34660430372807016,0.9160516190970349,0.7752644563903116,3363.0,4184.0,13072.0,0.8037762906309751,0.25726744186046513,0.38977746870653696
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,7,0.3484385874323687,0.9300212635989656,0.7930947824325815,2585.0,3072.0,9309.0,0.8414713541666666,0.2776882586744011,0.4175753170180115
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,8,0.3488312396720733,0.9396156495773128,0.8067835709751529,2149.0,2453.0,6930.0,0.8760701182225846,0.3101010101010101,0.4580624533731216
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,9,0.3486617384654601,0.9463795586496897,0.8167093858779869,1847.0,2048.0,5290.0,0.90185546875,0.34914933837429113,0.5034069228672663
Alpha_s04,Alpha,Alpha,base,0,4,s04,1418059007,10,0.3473058679315674,0.9511200755063268,0.8245531008363122,1651.0,1772.0,4234.0,0.9317155756207675,0.38993859234766176,0.5497835497835497
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,1,0.24222123975267698,0.6208606096282607,0.4967950271427767,74406.0,117382.0,273284.0,0.6338791296791672,0.2722662139020213,0.38091873876917876
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,2,0.28917857267007335,0.7425868213509982,0.6039421994823051,25221.0,38038.0,107484.0,0.6630474788369525,0.23464887797253545,0.3466280012644136
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,3,0.31941935426739637,0.8188327279877382,0.6747598707040244,12557.0,17906.0,53134.0,0.7012733162068581,0.2363270222456431,0.3535191441441442
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,4,0.33655133497826717,0.8657033433233847,0.7192805095777757,7143.0,9800.0,30491.0,0.7288775510204082,0.23426584893903118,0.3545704996152987
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,5,0.34535957649640897,0.8956021666106451,0.7524499449702238,4662.0,6112.0,19331.0,0.7627617801047121,0.24116703740106565,0.36646621860629647
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,6,0.34999365723709247,0.9160453193741961,0.7767454786272401,3337.0,4134.0,13072.0,0.8072085147556846,0.2552784577723378,0.38788794606532606
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,7,0.35222870574496673,0.9296384450500009,0.7942466708257689,2571.0,3048.0,9309.0,0.843503937007874,0.2761843377376732,0.4161204175770818
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,8,0.3530683979487838,0.9392518145896445,0.8079738381494695,2143.0,2434.0,6930.0,0.8804437140509449,0.30923520923520925,0.4577103801794105
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,9,0.35319561171681807,0.9458615783641163,0.8175474595693283,1841.0,2039.0,5290.0,0.902893575282001,0.34801512287334596,0.5023877745940784
Alpha_s05,Alpha,Alpha,base,0,5,s05,2068136963,10,0.3524330371014853,0.9505046116745796,0.8249291307237911,1657.0,1791.0,4234.0,0.9251814628699051,0.3913556920170052,0.5500414937759336
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,1,0.24177814722166116,0.6209489018615658,0.4954479325074781,75157.0,118533.0,273284.0,0.6340597133287776,0.27501427086840063,0.38363317569171324
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,2,0.2884389813921529,0.742690143625028,0.6021236239127992,25603.0,38763.0,107484.0,0.6605009932151794,0.23820289531465147,0.3501336779557871
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,3,0.3177148972110567,0.818787160257665,0.6725684462707121,12767.0,18262.0,53134.0,0.6991019603548352,0.24027929386080477,0.3576390834220405
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,4,0.3339663086898474,0.8658843097745498,0.7170700284430394,7261.0,9971.0,30491.0,0.728211814261358,0.23813584336361548,0.35890465127774207
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,5,0.3421315442820819,0.8959584275625696,0.7502348673365973,4738.0,6215.0,19331.0,0.7623491552695093,0.24509854637628678,0.37093869881781877
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,6,0.34592631921489375,0.9161229070218193,0.7742199419753866,3393.0,4230.0,13072.0,0.8021276595744681,0.259562423500612,0.3922089931799791
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,7,0.34734476039449913,0.9297671977967169,0.7919403652306152,2601.0,3108.0,9309.0,0.8368725868725869,0.279407025459233,0.41894177337521143
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,8,0.3476845224490451,0.9396145116504354,0.8058970172969376,2161.0,2477.0,6930.0,0.8724263221639079,0.31183261183261185,0.4594450940788775
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,9,0.3469812659604754,0.9464609252888426,0.8161824016477712,1841.0,2042.0,5290.0,0.9015670910871695,0.34801512287334596,0.5021822149481724
Alpha_s06,Alpha,Alpha,base,0,6,s06,2072361201,10,0.34550299800133244,0.9513405025968324,0.824115142983318,1669.0,1793.0,4234.0,0.9308421639709983,0.394189891355692,0.5538410486145677
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,1,0.2398699093334994,0.6197073190532401,0.49527134052121136,74159.0,116974.0,273284.0,0.6339784909467061,0.2713623922366476,0.3800511456523633
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,2,0.2862032085561497,0.7417320062304787,0.6025623470275203,25141.0,37934.0,107484.0,0.6627563663204513,0.23390458114696142,0.34577562612606416
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,3,0.3155689299476818,0.8182365078402799,0.6738610527455339,12412.0,17681.0,53134.0,0.7019964934110061,0.2335980727970791,0.3505472004518817
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,4,0.3321673384679733,0.8654187431904445,0.7182819979204551,7066.0,9672.0,30491.0,0.7305624483043838,0.23174051359417533,0.35186614545726164
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,5,0.3408024837174771,0.895700891601644,0.7516107949514185,4600.0,6017.0,19331.0,0.7645005816852252,0.23795975376338524,0.3629477670822156
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,6,0.34489195746243306,0.9163223127107353,0.7761185830116115,3302.0,4068.0,13072.0,0.811701081612586,0.25260097919216645,0.3852975495915986
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,7,0.34678721101377846,0.9297506806553277,0.7934400523167014,2552.0,3014.0,9309.0,0.8467153284671532,0.27414330218068533,0.41418485758338064
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,8,0.34775190001485484,0.9397420990494729,0.8074023481581725,2114.0,2393.0,6930.0,0.8834099456748851,0.30505050505050507,0.4535020916014158
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,9,0.3477392062243575,0.946516631497416,0.817323583882107,1817.0,2002.0,5290.0,0.9075924075924076,0.34347826086956523,0.4983543609434997
Alpha_s07,Alpha,Alpha,base,0,7,s07,2891725340,10,0.3466657190070897,0.9511657501841817,0.8249045395164769,1640.0,1760.0,4234.0,0.9318181818181818,0.38734057628719887,0.5472138805472139
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,1,0.24302471141535606,0.6213702513776511,0.4963463070444965,75154.0,118661.0,273284.0,0.6333504689830695,0.2750032932773232,0.3834925818673538
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,2,0.28999665114858664,0.742988040194689,0.603056685648204,25548.0,38695.0,107484.0,0.6602403411293449,0.23769119124706933,0.3495440521552343
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,3,0.3197781762782172,0.8189552108902305,0.673347855442588,12742.0,18206.0,53134.0,0.6998791607162473,0.23980878533519026,0.3572189514998598
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,4,0.33653380839692626,0.8659129881604881,0.7178121889400126,7241.0,9961.0,30491.0,0.72693504668206,0.23747991210521138,0.3580045486008109
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,5,0.34514599680258734,0.8959806615770751,0.7509643141060807,4754.0,6240.0,19331.0,0.7618589743589743,0.24592623247633336,0.3718274607954323
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,6,0.3493212855669997,0.9161722622901998,0.7748434463193579,3374.0,4206.0,13072.0,0.802187351402758,0.25810893512851896,0.39055446232202795
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,7,0.3512846496427062,0.9297623409393915,0.7924011967373689,2616.0,3124.0,9309.0,0.8373879641485276,0.2810183693200129,0.4208155714630419
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,8,0.3515896029100943,0.9394000818528764,0.8062597183755211,2155.0,2458.0,6930.0,0.8767290480065093,0.31096681096681095,0.45909671921602047
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,9,0.3515829705913579,0.9462114552927579,0.8159104032380711,1853.0,2063.0,5290.0,0.8982064953950557,0.3502835538752363,0.5040119679042568
Alpha_s08,Alpha,Alpha,base,0,8,s08,2575967173,10,0.35043061351327354,0.9510915648624341,0.8238139125261841,1661.0,1792.0,4234.0,0.9268973214285714,0.3923004251299008,0.5512777962163956
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,1,0.24137064060859761,0.6208340151801582,0.4957544211081884,74749.0,117889.0,273284.0,0.634062550365174,0.27352131848187233,0.38217872910451384
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,2,0.2879996942198872,0.7428011860564672,0.6027994054772835,25503.0,38410.0,107484.0,0.6639677167404322,0.23727252428268394,0.34960999081524946
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,3,0.31747053941908715,0.819025799396407,0.6735266815842664,12658.0,18064.0,53134.0,0.7007307351638619,0.2382278766891256,0.3555717857243181
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,4,0.3339906905444355,0.8663043473370675,0.7181412379308425,7201.0,9874.0,30491.0,0.7292890419282966,0.23616804958840312,0.3567942524464264
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,5,0.34209356441866384,0.8962079591077095,0.7512854680176919,4699.0,6138.0,19331.0,0.7655588139459107,0.2430810615074233,0.3689976049314853
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,6,0.34618114245159787,0.9166212343461334,0.7755617295773138,3334.0,4132.0,13072.0,0.8068731848983544,0.25504895960832313,0.3875842827249477
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,7,0.3478766746603914,0.9298562970916955,0.7924936673521159,2578.0,3076.0,9309.0,0.8381014304291288,0.27693629820603716,0.4163100524828421
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,8,0.34839962447944667,0.9397428097474303,0.8065176145697477,2139.0,2439.0,6930.0,0.8769987699876999,0.30865800865800863,0.4566122318283701
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,9,0.34785509685425536,0.9465391979697912,0.8165302955182576,1844.0,2040.0,5290.0,0.903921568627451,0.34858223062381855,0.5031377899045021
Alpha_s09,Alpha,Alpha,base,0,9,s09,2918267749,10,0.34656007106373526,0.9512544717980871,0.8241777819680685,1657.0,1781.0,4234.0,0.9303761931499158,0.3913556920170052,0.5509559434746467
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,1,0.24119758679343298,0.6206064223976359,0.49578388543321705,74871.0,118257.0,273284.0,0.633121083741343,0.2739677405190205,0.38244270714944284
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,2,0.2877853407415255,0.7427010390575435,0.6029634153091679,25462.0,38488.0,107484.0,0.6615568488879651,0.23689107215957725,0.34886142547885896
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,3,0.31710724097396403,0.819203715043356,0.674057594477662,12593.0,17950.0,53134.0,0.7015598885793872,0.23700455452252794,0.3543132069101345
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,4,0.3334992427609813,0.8661889488317227,0.7184107424244002,7193.0,9855.0,30491.0,0.7298833079654997,0.23590567708504148,0.3565657066375849
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,5,0.3417361794487414,0.896194509929784,0.7516203616971,4672.0,6117.0,19331.0,0.7637730913846656,0.24168434121359475,0.3671801320339516
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,6,0.3456815930968544,0.9163254204333277,0.7755463016168815,3363.0,4189.0,13072.0,0.8028169014084507,0.25726744186046513,0.38966456172875275
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,7,0.34727718601995544,0.9302609251091213,0.7936303268499396,2595.0,3065.0,9309.0,0.8466557911908646,0.27876248791492103,0.41942783255212546
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,8,0.3478034123230354,0.9397078386140032,0.8070063491649465,2149.0,2452.0,6930.0,0.8764274061990212,0.3101010101010101,0.45811127691323805
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,9,0.3473784880879009,0.9467219138504739,0.817310864179154,1828.0,2020.0,5290.0,0.904950495049505,0.3455576559546314,0.5001367989056088
Alpha_s10,Alpha,Alpha,base,0,10,s10,3763609086,10,0.34614855051543647,0.9514993604650281,0.8250229620004005,1646.0,1770.0,4234.0,0.9299435028248587,0.38875767595654226,0.5483011325782812
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,1,0.22071859933234633,0.6085664540256228,0.4697884562921787,75666.0,117424.0,273284.0,0.6443827496934187,0.2768768021545352,0.38732762062716913
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,2,0.2599810590535457,0.7319352705043486,0.5741644853252521,26304.0,38561.0,107484.0,0.6821399859962138,0.244724796248744,0.360217741107193
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,3,0.2807582045935509,0.8081994911304945,0.6435444303288274,13086.0,18176.0,53134.0,0.7199603873239436,0.2462829826476456,0.36701724863273033
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,4,0.28851116751133565,0.855159808469395,0.6850127770358078,7567.0,10092.0,30491.0,0.7498018232263178,0.2481715916171985,0.3729147672670823
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,5,0.2881541378918219,0.8855851899116123,0.7177683843005112,4876.0,6228.0,19331.0,0.7829158638407193,0.2522373389891884,0.3815485738878673
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,6,0.28467451637722574,0.9067135972902459,0.7438798512091767,3416.0,4180.0,13072.0,0.8172248803827751,0.2613219094247246,0.396012056573151
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,7,0.27945311269897205,0.9215970124724768,0.7641307023479973,2622.0,3084.0,9309.0,0.8501945525291829,0.2816629068643248,0.42314209634471067
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,8,0.2737850181724615,0.9326620868008371,0.7801560211487611,2153.0,2420.0,6930.0,0.8896694214876033,0.31067821067821066,0.46053475935828875
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,9,0.26822082964375726,0.9407515619980669,0.7931691281999338,1838.0,2016.0,5290.0,0.9117063492063492,0.3474480151228733,0.5031480974541473
AlphaQCL_s01,AlphaQCL,Alpha,QCL,1,1,s01,1608668,10,0.26266409833221377,0.9468718456756747,0.8039202839414613,1637.0,1748.0,4234.0,0.9364988558352403,0.38663202645252714,0.5473085924439987
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,1,0.219223883706245,0.6076819788516489,0.46801357434300683,75468.0,117037.0,273284.0,0.6448217230448491,0.2761522811434259,0.3866971031535582
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,2,0.2581464048270853,0.7314166927105006,0.5724447234133904,26147.0,38229.0,107484.0,0.6839572052630202,0.24326411372855494,0.35888355877649897
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,3,0.27844457780444976,0.8076850269667434,0.6417431165577037,13055.0,18058.0,53134.0,0.7229482777716247,0.24569955207588362,0.3667546915383751
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,4,0.28577342938265077,0.8545239504074091,0.6831180277531723,7551.0,10024.0,30491.0,0.75329209896249,0.24764684661047523,0.3727508330248056
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,5,0.28511297706637806,0.8848991438417052,0.7156562632837675,4825.0,6171.0,19331.0,0.7818830011343381,0.24959908954528995,0.3784016939847855
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,6,0.2810990016266985,0.9068351156770097,0.7428278145569512,3411.0,4122.0,13072.0,0.8275109170305677,0.2609394124847001,0.3967663138304059
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,7,0.276040162480262,0.9214250868167766,0.762720556030095,2610.0,3058.0,9309.0,0.8534990189666448,0.2803738317757009,0.42209104875879355
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,8,0.27027309572825525,0.93242881155206,0.7789886437825934,2124.0,2392.0,6930.0,0.8879598662207357,0.3064935064935065,0.4556962025316455
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,9,0.2645693502776737,0.9408492550615689,0.792683267813154,1830.0,2001.0,5290.0,0.9145427286356822,0.34593572778827975,0.5019887532574406
AlphaQCL_s02,AlphaQCL,Alpha,QCL,1,2,s02,800022071,10,0.2588995179103215,0.9471324501682917,0.8041324716387102,1644.0,1742.0,4234.0,0.9437428243398392,0.3882853094000945,0.5502008032128514
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,1,0.22100637668490436,0.6088648598174202,0.4698240893008514,75820.0,117618.0,273284.0,0.6446292234181843,0.27744031849650913,0.387923315818287
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,2,0.2602574164181447,0.7322160732267686,0.5742152530017975,26270.0,38520.0,107484.0,0.6819833852544133,0.24440847009787503,0.35985315470809015
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,3,0.2811158417204225,0.8083148221555301,0.6433293626624841,13176.0,18328.0,53134.0,0.7189000436490616,0.24797681333985772,0.36875542246228765
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,4,0.28868202489484807,0.8553676892342778,0.6849997136578341,7602.0,10131.0,30491.0,0.7503701510216169,0.24931947131940574,0.3742799468268426
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,5,0.2884170928402832,0.8859536630261076,0.7180298884460523,4860.0,6219.0,19331.0,0.7814761215629522,0.2514096528891418,0.3804305283757338
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,6,0.284854897945862,0.90715831765828,0.7443186583275617,3430.0,4187.0,13072.0,0.8192022928110819,0.2623929008567931,0.3974737817950054
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,7,0.2796283868645704,0.9218623199978511,0.7644913550366175,2625.0,3088.0,9309.0,0.8500647668393783,0.28198517563648084,0.4234895539243366
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,8,0.2739380733760543,0.9331128679195837,0.7811146144152059,2145.0,2418.0,6930.0,0.8870967741935484,0.30952380952380953,0.4589216944801027
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,9,0.26837555886736214,0.9413268239217718,0.7944733281315326,1830.0,2006.0,5290.0,0.9122632103688934,0.34593572778827975,0.5016447368421053
AlphaQCL_s03,AlphaQCL,Alpha,QCL,1,3,s03,1364179249,10,0.2626228004967661,0.9476876537900715,0.805870701437427,1649.0,1748.0,4234.0,0.9433638443935927,0.389466225791214,0.5513206285523237
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,1,0.2173967470748319,0.6069199099139392,0.4688332863837762,74652.0,115666.0,273284.0,0.6454100600003458,0.2731663763703693,0.38386424990358653
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,2,0.2558401429718061,0.73087782672528,0.5740181483231095,25598.0,37394.0,107484.0,0.6845483232604161,0.2381563767630531,0.35337318295393366
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,3,0.2761491471108589,0.8073592293200686,0.6441780885494435,12738.0,17631.0,53134.0,0.72247745448358,0.23973350397109194,0.3600084787677524
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,4,0.28378728923476004,0.8548207980442325,0.6867332519955137,7294.0,9690.0,30491.0,0.752734778121775,0.2392181299399823,0.36305716632239116
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,5,0.28382194003701117,0.8858973906303724,0.7198668103642472,4706.0,5970.0,19331.0,0.7882747068676716,0.24344317417619368,0.37200110667562547
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,6,0.28061382446629196,0.9070751023323015,0.7458342629814215,3310.0,4020.0,13072.0,0.8233830845771144,0.25321297429620565,0.38731570325298387
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,7,0.27573612216399646,0.9221473705198044,0.7662966668808913,2538.0,2960.0,9309.0,0.8574324324324324,0.2726393812439575,0.41372565001222594
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,8,0.2708696124286651,0.933073794325802,0.7818724483486934,2081.0,2347.0,6930.0,0.8866638261610567,0.30028860028860027,0.4486364126333944
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,9,0.26561894253422,0.9416022838613325,0.7953567430733562,1795.0,1961.0,5290.0,0.9153493115757266,0.3393194706994329,0.49510412356916295
AlphaQCL_s04,AlphaQCL,Alpha,QCL,1,4,s04,1418059007,10,0.26019069844083315,0.9479991794822802,0.8065552896309471,1600.0,1690.0,4234.0,0.9467455621301775,0.3778932451582428,0.5401755570560433
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,1,0.2231340763255657,0.6098324759619514,0.47055791624121535,76363.0,118627.0,273284.0,0.6437236042384955,0.27942726248152105,0.3896956196687513
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,2,0.2628246199274328,0.7326983293189778,0.5749269629552232,26569.0,39137.0,107484.0,0.6788716559777193,0.247190279483458,0.36241738905068166
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,3,0.2841159541114752,0.8088623973952107,0.6438959214589657,13300.0,18539.0,53134.0,0.7174065483575166,0.2503105356269056,0.3711299931633949
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,4,0.29204105948614334,0.8556417154694969,0.6848382544009782,7733.0,10334.0,30491.0,0.7483065608670408,0.2536158210619527,0.37883649724433555
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,5,0.2917228189629502,0.885795087846662,0.7173658140010994,4969.0,6377.0,19331.0,0.7792065234436255,0.25704826444570894,0.3865722732223432
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,6,0.28796688473498866,0.90689635777456,0.7435352737750783,3487.0,4273.0,13072.0,0.81605429440674,0.2667533659730722,0.40207552608820984
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,7,0.2826775960378532,0.9216322126953174,0.763667652585586,2669.0,3148.0,9309.0,0.8478398983481575,0.2867117842947685,0.42851408846431727
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,8,0.2771700280314531,0.9326109045666945,0.7797529228888106,2155.0,2453.0,6930.0,0.8785161027313494,0.31096681096681095,0.45934136203772774
AlphaQCL_s05,AlphaQCL,Alpha,QCL,1,5,s05,2068136963,9,0.2714193312283509,0.9410723933281403,0.7936391773621915,1856.0,2043.0,5290.0,0.9084679393049437,0.3508506616257089,0.5062048274921587
